Samp,Signal,I,Q,R,Phi
4380,-1028,24.51,-133.43,135.67,-1.39
4381,-897,24.16,-132.89,135.07,-1.39
4382,-882,24.14,-132.26,134.44,-1.39
4383,-969,24.49,-131.68,133.94,-1.39
4384,-1133,25.15,-131.38,133.76,-1.38
4385,-1311,25.91,-131.55,134.08,-1.38
4386,-1420,26.42,-132.19,134.8,-1.37
4387,-1448,26.41,-133.02,135.61,-1.37
4388,-1363,25.89,-133.63,136.11,-1.38
4389,-1201,25.15,-133.77,136.12,-1.38
4390,-1028,24.52,-133.49,135.72,-1.39
4391,-895,24.18,-132.95,135.13,-1.39
4392,-881,24.16,-132.32,134.5,-1.39
4393,-971,24.51,-131.74,134,-1.39
4394,-1134,25.17,-131.44,133.82,-1.38
4395,-1309,25.93,-131.61,134.14,-1.38
4396,-1419,26.44,-132.25,134.86,-1.37
4397,-1448,26.42,-133.07,135.67,-1.37
4398,-1365,25.9,-133.68,136.17,-1.38
4399,-1202,25.17,-133.83,136.18,-1.38
4400,-1027,24.54,-133.55,135.78,-1.39
4401,-898,24.19,-133.01,135.19,-1.39
4402,-879,24.18,-132.37,134.56,-1.39
4403,-969,24.52,-131.8,134.06,-1.39
4404,-1132,25.18,-131.49,133.88,-1.38
4405,-1310,25.95,-131.67,134.2,-1.38
4406,-1422,26.46,-132.31,134.93,-1.37
4407,-1447,26.44,-133.13,135.73,-1.37
4408,-1364,25.92,-133.74,136.23,-1.38
4409,-1203,25.18,-133.89,136.24,-1.38
4410,-1027,24.56,-133.61,135.84,-1.39
4411,-897,24.21,-133.07,135.25,-1.39
4412,-880,24.19,-132.43,134.62,-1.39
4413,-970,24.54,-131.85,134.12,-1.39
4414,-1134,25.2,-131.55,133.94,-1.38
4415,-1309,25.96,-131.72,134.26,-1.38
4416,-1420,26.47,-132.36,134.98,-1.37
4417,-1448,26.46,-133.19,135.79,-1.37
4418,-1363,25.94,-133.8,136.29,-1.38
4419,-1202,25.2,-133.95,136.3,-1.38
4420,-1028,24.57,-133.66,135.9,-1.39
4421,-895,24.23,-133.12,135.31,-1.39
4422,-881,24.21,-132.49,134.68,-1.39
4423,-970,24.55,-131.91,134.18,-1.39
4424,-1132,25.21,-131.61,134,-1.38
4425,-1310,25.98,-131.78,134.32,-1.38
4426,-1421,26.49,-132.42,135.04,-1.37
4427,-1447,26.47,-133.25,135.85,-1.37
4428,-1364,25.95,-133.85,136.35,-1.38
4429,-1202,25.22,-134,136.36,-1.38
4430,-1029,24.59,-133.72,135.96,-1.39
4431,-896,24.24,-133.18,135.37,-1.39
4432,-880,24.23,-132.54,134.74,-1.39
4433,-970,24.57,-131.97,134.24,-1.39
4434,-1133,25.23,-131.67,134.06,-1.38
4435,-1309,26,-131.84,134.38,-1.38
4436,-1420,26.5,-132.48,135.1,-1.37
4437,-1447,26.49,-133.3,135.91,-1.37
4438,-1365,25.97,-133.91,136.41,-1.38
4439,-1202,25.23,-134.06,136.41,-1.38
4440,-1026,24.6,-133.78,136.02,-1.39
4441,-898,24.26,-133.24,135.43,-1.39
4442,-879,24.24,-132.6,134.8,-1.39
4443,-970,24.58,-132.02,134.29,-1.39
4444,-1133,25.25,-131.72,134.12,-1.38
4445,-1310,26.01,-131.89,134.43,-1.38
4446,-1421,26.52,-132.53,135.16,-1.37
4447,-1448,26.5,-133.36,135.97,-1.37
4448,-1363,25.98,-133.97,136.46,-1.38
4449,-1202,25.25,-134.12,136.47,-1.38
4450,-1028,24.62,-133.83,136.08,-1.39
4451,-896,24.27,-133.29,135.49,-1.39
4452,-880,24.26,-132.66,134.86,-1.39
4453,-968,24.6,-132.08,134.35,-1.39
4454,-1135,25.26,-131.78,134.18,-1.38
4455,-1309,26.03,-131.95,134.49,-1.38
4456,-1421,26.54,-132.59,135.22,-1.37
4457,-1447,26.52,-133.42,136.03,-1.37
4458,-1365,26,-134.02,136.52,-1.38
4459,-1204,25.26,-134.17,136.53,-1.38
4460,-1029,24.63,-133.89,136.14,-1.39
4461,-897,24.29,-133.35,135.54,-1.39
4462,-881,24.27,-132.71,134.91,-1.39
4463,-970,24.62,-132.14,134.41,-1.39
4464,-1133,25.28,-131.83,134.24,-1.38
4465,-1310,26.04,-132.01,134.55,-1.38
4466,-1422,26.55,-132.65,135.28,-1.37
4467,-1449,26.54,-133.47,136.08,-1.37
4468,-1365,26.01,-134.08,136.58,-1.38
4469,-1202,25.28,-134.23,136.59,-1.38
4470,-1028,24.65,-133.95,136.2,-1.39
4471,-897,24.3,-133.41,135.6,-1.39
4472,-881,24.29,-132.77,134.97,-1.39
4473,-970,24.63,-132.19,134.47,-1.39
4474,-1132,25.29,-131.89,134.29,-1.38
4475,-1312,26.06,-132.06,134.61,-1.38
4476,-1420,26.57,-132.7,135.33,-1.37
4477,-1446,26.55,-133.53,136.14,-1.37
4478,-1366,26.03,-134.14,136.64,-1.38
4479,-1204,25.29,-134.29,136.65,-1.38
4480,-1028,24.66,-134,136.25,-1.39
4481,-897,24.32,-133.46,135.66,-1.39
4482,-880,24.3,-132.83,135.03,-1.39
4483,-970,24.65,-132.25,134.53,-1.39
4484,-1133,25.31,-131.95,134.35,-1.38
4485,-1309,26.07,-132.12,134.67,-1.38
4486,-1421,26.58,-132.76,135.39,-1.37
4487,-1448,26.56,-133.58,136.2,-1.37
4488,-1363,26.04,-134.19,136.7,-1.38
4489,-1202,25.31,-134.34,136.7,-1.38
4490,-1028,24.68,-134.06,136.31,-1.39
4491,-898,24.33,-133.52,135.72,-1.39
4492,-881,24.32,-132.88,135.09,-1.39
4493,-969,24.66,-132.3,134.58,-1.39
4494,-1133,25.32,-132,134.41,-1.38
4495,-1309,26.09,-132.17,134.72,-1.38
4496,-1421,26.6,-132.81,135.45,-1.37
4497,-1448,26.58,-133.64,136.25,-1.37
4498,-1364,26.06,-134.25,136.75,-1.38
4499,-1203,25.32,-134.39,136.76,-1.38
4500,-1028,24.69,-134.11,136.37,-1.39
4501,-897,24.35,-133.57,135.77,-1.39
4502,-880,24.33,-132.93,135.14,-1.39
4503,-970,24.67,-132.36,134.64,-1.39
4504,-1134,25.34,-132.05,134.46,-1.38
4505,-1310,26.1,-132.23,134.78,-1.38
4506,-1420,26.61,-132.86,135.5,-1.37
4507,-1449,26.59,-133.69,136.31,-1.37
4508,-1364,26.07,-134.3,136.81,-1.38
4509,-1202,25.34,-134.45,136.82,-1.38
4510,-1029,24.71,-134.16,136.42,-1.39
4511,-898,24.36,-133.62,135.83,-1.39
4512,-880,24.35,-132.99,135.2,-1.39
4513,-969,24.69,-132.41,134.69,-1.39
4514,-1134,25.35,-132.11,134.52,-1.38
4515,-1311,26.12,-132.28,134.83,-1.38
4516,-1421,26.63,-132.92,135.56,-1.37
4517,-1447,26.61,-133.74,136.37,-1.37
4518,-1364,26.09,-134.35,136.86,-1.38
4519,-1203,25.35,-134.5,136.87,-1.38
4520,-1028,24.72,-134.22,136.48,-1.39
4521,-896,24.38,-133.68,135.88,-1.39
4522,-879,24.36,-133.04,135.25,-1.39
4523,-970,24.71,-132.47,134.75,-1.39
4524,-1133,25.37,-132.16,134.58,-1.38
4525,-1309,26.13,-132.33,134.89,-1.38
4526,-1421,26.64,-132.97,135.62,-1.37
4527,-1447,26.62,-133.8,136.42,-1.37
4528,-1364,26.1,-134.41,136.92,-1.38
4529,-1201,25.37,-134.56,136.93,-1.38
4530,-1027,24.74,-134.27,136.53,-1.39
4531,-897,24.39,-133.73,135.94,-1.39
4532,-881,24.38,-133.09,135.31,-1.39
4533,-970,24.72,-132.52,134.8,-1.39
4534,-1133,25.38,-132.22,134.63,-1.38
4535,-1309,26.15,-132.39,134.94,-1.38
4536,-1421,26.66,-133.03,135.67,-1.37
4537,-1448,26.64,-133.85,136.48,-1.37
4538,-1363,26.12,-134.46,136.97,-1.38
4539,-1201,25.39,-134.61,136.98,-1.38
4540,-1028,24.76,-134.32,136.59,-1.39
4541,-895,24.41,-133.79,135.99,-1.39
4542,-880,24.39,-133.15,135.36,-1.39
4543,-969,24.74,-132.57,134.86,-1.39
4544,-1134,25.4,-132.27,134.69,-1.38
4545,-1309,26.17,-132.44,135,-1.38
4546,-1420,26.67,-133.08,135.73,-1.37
4547,-1449,26.66,-133.91,136.53,-1.37
4548,-1364,26.14,-134.51,137.03,-1.38
4549,-1202,25.4,-134.66,137.04,-1.38
4550,-1028,24.77,-134.38,136.64,-1.39
4551,-896,24.42,-133.84,136.05,-1.39
4552,-880,24.41,-133.2,135.42,-1.39
4553,-969,24.75,-132.63,134.92,-1.39
4554,-1131,25.41,-132.32,134.74,-1.38
4555,-1309,26.18,-132.49,135.06,-1.38
4556,-1421,26.69,-133.13,135.78,-1.37
4557,-1447,26.67,-133.96,136.59,-1.37
4558,-1364,26.15,-134.57,137.08,-1.38
4559,-1201,25.42,-134.72,137.09,-1.38
4560,-1028,24.79,-134.43,136.7,-1.39
4561,-896,24.44,-133.89,136.1,-1.39
4562,-879,24.42,-133.26,135.48,-1.39
4563,-969,24.77,-132.68,134.97,-1.39
4564,-1134,25.43,-132.38,134.8,-1.38
4565,-1310,26.19,-132.55,135.11,-1.38
4566,-1420,26.7,-133.19,135.84,-1.37
4567,-1448,26.69,-134.01,136.64,-1.37
4568,-1365,26.16,-134.62,137.14,-1.38
4569,-1203,25.43,-134.77,137.15,-1.38
4570,-1026,24.8,-134.49,136.75,-1.39
4571,-897,24.45,-133.95,136.16,-1.39
4572,-881,24.44,-133.31,135.53,-1.39
4573,-969,24.78,-132.73,135.03,-1.39
4574,-1134,25.44,-132.43,134.85,-1.38
4575,-1310,26.21,-132.6,135.17,-1.38
4576,-1421,26.72,-133.24,135.89,-1.37
4577,-1448,26.7,-134.06,136.7,-1.37
4578,-1363,26.18,-134.67,137.19,-1.38
4579,-1202,25.45,-134.82,137.2,-1.38
4580,-1027,24.82,-134.54,136.81,-1.39
4581,-898,24.47,-134,136.21,-1.39
4582,-880,24.45,-133.36,135.58,-1.39
4583,-968,24.8,-132.78,135.08,-1.39
4584,-1134,25.46,-132.48,134.9,-1.38
4585,-1310,26.22,-132.65,135.22,-1.38
4586,-1421,26.73,-133.29,135.94,-1.37
4587,-1449,26.72,-134.12,136.75,-1.37
4588,-1366,26.19,-134.73,137.25,-1.38
4589,-1202,25.46,-134.88,137.26,-1.38
4590,-1029,24.83,-134.59,136.86,-1.39
4591,-896,24.48,-134.05,136.27,-1.39
4592,-881,24.47,-133.41,135.64,-1.39
4593,-971,24.81,-132.84,135.13,-1.39
4594,-1132,25.47,-132.53,134.96,-1.38
4595,-1310,26.24,-132.7,135.27,-1.38
4596,-1422,26.75,-133.34,136,-1.37
4597,-1448,26.73,-134.17,136.81,-1.37
4598,-1363,26.21,-134.78,137.3,-1.38
4599,-1202,25.48,-134.93,137.31,-1.38
4600,-1028,24.85,-134.64,136.92,-1.39
4601,-897,24.5,-134.1,136.32,-1.39
4602,-880,24.48,-133.46,135.69,-1.39
4603,-970,24.83,-132.89,135.19,-1.39
4604,-1134,25.49,-132.58,135.01,-1.38
4605,-1310,26.25,-132.76,135.33,-1.38
4606,-1420,26.76,-133.39,136.05,-1.37
4607,-1447,26.75,-134.22,136.86,-1.37
4608,-1363,26.23,-134.83,137.35,-1.38
4609,-1203,25.49,-134.98,137.36,-1.38
4610,-1028,24.86,-134.69,136.97,-1.39
4611,-896,24.51,-134.15,136.37,-1.39
4612,-881,24.5,-133.51,135.74,-1.39
4613,-971,24.84,-132.94,135.24,-1.39
4614,-1133,25.5,-132.63,135.06,-1.38
4615,-1309,26.27,-132.8,135.38,-1.38
4616,-1421,26.78,-133.44,136.1,-1.37
4617,-1448,26.76,-134.27,136.91,-1.37
4618,-1363,26.24,-134.88,137.41,-1.38
4619,-1203,25.5,-135.03,137.41,-1.38
4620,-1028,24.87,-134.74,137.02,-1.39
4621,-897,24.53,-134.2,136.42,-1.39
4622,-882,24.51,-133.56,135.79,-1.39
4623,-968,24.85,-132.99,135.29,-1.39
4624,-1134,25.52,-132.68,135.11,-1.38
4625,-1312,26.28,-132.85,135.43,-1.38
4626,-1421,26.79,-133.49,136.15,-1.37
4627,-1449,26.77,-134.32,136.96,-1.37
4628,-1364,26.25,-134.93,137.46,-1.38
4629,-1202,25.52,-135.08,137.47,-1.38
4630,-1028,24.89,-134.79,137.07,-1.39
4631,-895,24.54,-134.25,136.48,-1.39
4632,-880,24.53,-133.62,135.85,-1.39
4633,-971,24.87,-133.04,135.34,-1.39
4634,-1133,25.53,-132.73,135.17,-1.38
4635,-1309,26.3,-132.91,135.48,-1.38
4636,-1420,26.81,-133.54,136.21,-1.37
4637,-1447,26.79,-134.37,137.01,-1.37
4638,-1365,26.27,-134.98,137.51,-1.38
4639,-1202,25.53,-135.13,137.52,-1.38
4640,-1028,24.9,-134.84,137.12,-1.39
4641,-896,24.56,-134.3,136.53,-1.39
4642,-881,24.54,-133.66,135.9,-1.39
4643,-969,24.88,-133.09,135.39,-1.39
4644,-1133,25.55,-132.78,135.22,-1.38
4645,-1310,26.31,-132.96,135.53,-1.38
4646,-1423,26.82,-133.59,136.26,-1.37
4647,-1447,26.8,-134.42,137.07,-1.37
4648,-1364,26.28,-135.03,137.56,-1.38
4649,-1203,25.55,-135.18,137.57,-1.38
4650,-1028,24.92,-134.89,137.17,-1.39
4651,-897,24.57,-134.35,136.58,-1.39
4652,-880,24.56,-133.71,135.95,-1.39
4653,-970,24.9,-133.14,135.45,-1.39
4654,-1134,25.56,-132.83,135.27,-1.38
4655,-1310,26.33,-133.01,135.59,-1.38
4656,-1421,26.84,-133.64,136.31,-1.37
4657,-1449,26.82,-134.47,137.12,-1.37
4658,-1365,26.3,-135.08,137.62,-1.38
4659,-1202,25.56,-135.23,137.62,-1.38
4660,-1027,24.93,-134.94,137.23,-1.39
4661,-897,24.59,-134.4,136.63,-1.39
4662,-882,24.57,-133.76,136,-1.39
4663,-970,24.91,-133.19,135.5,-1.39
4664,-1133,25.57,-132.88,135.32,-1.38
4665,-1439,26.42,-133.08,135.68,-1.37
4666,-1378,26.91,-133.7,136.38,-1.37
4667,-1415,26.89,-134.5,137.16,-1.37
4668,-1341,26.38,-135.1,137.65,-1.38
4669,-1187,25.66,-135.24,137.66,-1.38
4670,-1023,25.03,-134.96,137.26,-1.39
4671,-895,24.68,-134.42,136.67,-1.39
4672,-882,24.67,-133.78,136.04,-1.39
4673,-973,25.01,-133.2,135.53,-1.39
4674,-1149,25.68,-132.9,135.36,-1.38
4675,-1322,26.46,-133.07,135.67,-1.37
4676,-1428,26.97,-133.71,136.4,-1.37
4677,-1454,26.95,-134.54,137.21,-1.37
4678,-1370,26.43,-135.15,137.71,-1.38
4679,-1204,25.69,-135.3,137.72,-1.38
4680,-1028,25.06,-135.02,137.32,-1.39
4681,-893,24.71,-134.48,136.73,-1.39
4682,-881,24.7,-133.84,136.1,-1.39
4683,-968,25.04,-133.27,135.6,-1.39
4684,-1135,25.7,-132.96,135.42,-1.38
4685,-1307,26.47,-133.13,135.74,-1.37
4686,-1420,26.98,-133.77,136.46,-1.37
4687,-1450,26.96,-134.6,137.27,-1.37
4688,-1366,26.44,-135.21,137.77,-1.38
4689,-1197,25.71,-135.35,137.77,-1.38
4690,-1030,25.07,-135.07,137.38,-1.39
4691,-890,24.73,-134.53,136.78,-1.39
4692,-882,24.71,-133.89,136.15,-1.39
4693,-964,25.05,-133.32,135.65,-1.39
4694,-1137,25.72,-133.01,135.48,-1.38
4695,-1313,26.49,-133.19,135.79,-1.37
4696,-1422,26.99,-133.82,136.52,-1.37
4697,-1450,26.98,-134.65,137.33,-1.37
4698,-1363,26.46,-135.26,137.82,-1.38
4699,-1202,25.72,-135.41,137.83,-1.38
4700,-1027,25.09,-135.12,137.43,-1.39
4701,-896,24.75,-134.58,136.84,-1.39
4702,-882,24.73,-133.94,136.21,-1.39
4703,-970,25.07,-133.37,135.7,-1.38
4704,-1132,25.73,-133.06,135.53,-1.38
4705,-1311,26.5,-133.23,135.84,-1.37
4706,-1421,27.01,-133.87,136.57,-1.37
4707,-1449,26.99,-134.7,137.38,-1.37
4708,-1363,26.47,-135.31,137.87,-1.38
4709,-1201,25.74,-135.46,137.88,-1.38
4710,-1029,25.11,-135.17,137.48,-1.39
4711,-896,24.76,-134.63,136.89,-1.39
4712,-879,24.74,-133.99,136.26,-1.39
4713,-971,25.09,-133.42,135.75,-1.38
4714,-1132,25.75,-133.11,135.58,-1.38
4715,-1310,26.51,-133.28,135.89,-1.37
4716,-1420,27.02,-133.92,136.62,-1.37
4717,-1446,27.01,-134.75,137.42,-1.37
4718,-1365,26.48,-135.35,137.92,-1.38
4719,-1203,25.75,-135.5,137.93,-1.38
4720,-1028,25.12,-135.22,137.53,-1.39
4721,-897,24.77,-134.68,136.94,-1.39
4722,-881,24.76,-134.04,136.31,-1.39
4723,-970,25.1,-133.46,135.8,-1.38
4724,-1133,25.76,-133.16,135.63,-1.38
4725,-1308,26.52,-133.33,135.94,-1.37
4726,-1422,27.03,-133.97,136.67,-1.37
4727,-1448,27.02,-134.79,137.47,-1.37
4728,-1363,26.5,-135.4,137.97,-1.38
4729,-1202,25.76,-135.55,137.98,-1.38
4730,-1027,25.13,-135.26,137.58,-1.39
4731,-898,24.78,-134.72,136.98,-1.39
4732,-880,24.77,-134.09,136.35,-1.39
4733,-969,25.11,-133.51,135.85,-1.38
4734,-1134,25.77,-133.21,135.68,-1.38
4735,-1310,26.54,-133.38,135.99,-1.37
4736,-1421,27.05,-134.01,136.72,-1.37
4737,-1448,27.03,-134.84,137.52,-1.37
4738,-1365,26.51,-135.45,138.02,-1.38
4739,-1203,25.77,-135.6,138.02,-1.38
4740,-1029,25.14,-135.31,137.63,-1.39
4741,-894,24.8,-134.77,137.03,-1.39
4742,-880,24.78,-134.14,136.41,-1.39
4743,-969,25.12,-133.56,135.9,-1.38
4744,-1133,25.78,-133.25,135.73,-1.38
4745,-1311,26.55,-133.43,136.04,-1.37
4746,-1421,27.06,-134.06,136.77,-1.37
4747,-1449,27.04,-134.89,137.57,-1.37
4748,-1364,26.52,-135.5,138.07,-1.38
4749,-1201,25.79,-135.65,138.08,-1.38
4750,-1028,25.16,-135.36,137.68,-1.39
4751,-896,24.81,-134.82,137.09,-1.39
4752,-881,24.8,-134.18,136.45,-1.39
4753,-971,25.14,-133.61,135.95,-1.38
4754,-1135,25.8,-133.3,135.78,-1.38
4755,-1311,26.57,-133.47,136.09,-1.37
4756,-1419,27.07,-134.11,136.82,-1.37
4757,-1446,27.06,-134.93,137.62,-1.37
4758,-1364,26.54,-135.54,138.12,-1.38
4759,-1203,25.8,-135.69,138.12,-1.38
4760,-1028,25.17,-135.41,137.72,-1.39
4761,-897,24.82,-134.86,137.13,-1.39
4762,-880,24.81,-134.23,136.5,-1.39
4763,-970,25.15,-133.65,136,-1.38
4764,-1134,25.81,-133.35,135.82,-1.38
4765,-1309,26.58,-133.52,136.14,-1.37
4766,-1422,27.09,-134.15,136.86,-1.37
4767,-1448,27.07,-134.98,137.67,-1.37
4768,-1363,26.55,-135.59,138.16,-1.38
4769,-1202,25.81,-135.74,138.17,-1.38
4770,-1027,25.19,-135.45,137.77,-1.39
4771,-898,24.84,-134.91,137.18,-1.39
4772,-881,24.82,-134.27,136.55,-1.39
4773,-969,25.16,-133.7,136.04,-1.38
4774,-1134,25.83,-133.39,135.87,-1.38
4775,-1311,26.59,-133.56,136.18,-1.37
4776,-1422,27.1,-134.2,136.91,-1.37
4777,-1448,27.08,-135.03,137.72,-1.37
4778,-1363,26.56,-135.63,138.21,-1.38
4779,-1203,25.83,-135.78,138.22,-1.38
4780,-1028,25.2,-135.5,137.82,-1.39
4781,-896,24.85,-134.96,137.23,-1.39
4782,-881,24.84,-134.32,136.6,-1.39
4783,-970,25.18,-133.74,136.09,-1.38
4784,-1134,25.84,-133.44,135.92,-1.38
4785,-1309,26.61,-133.61,136.23,-1.37
4786,-1420,27.11,-134.25,136.96,-1.37
4787,-1450,27.1,-135.07,137.76,-1.37
4788,-1364,26.58,-135.68,138.26,-1.38
4789,-1201,25.84,-135.83,138.26,-1.38
4790,-1028,25.21,-135.54,137.87,-1.39
4791,-896,24.86,-135,137.27,-1.39
4792,-881,24.85,-134.36,136.64,-1.39
4793,-970,25.19,-133.79,136.14,-1.38
4794,-1134,25.85,-133.48,135.96,-1.38
4795,-1311,26.62,-133.65,136.28,-1.37
4796,-1423,27.13,-134.29,137.01,-1.37
4797,-1448,27.11,-135.12,137.81,-1.37
4798,-1365,26.59,-135.73,138.31,-1.38
4799,-1202,25.86,-135.87,138.31,-1.38
4800,-1029,25.22,-135.59,137.92,-1.39
4801,-896,24.88,-135.05,137.32,-1.39
4802,-880,24.86,-134.41,136.69,-1.39
4803,-971,25.21,-133.83,136.19,-1.38
4804,-1135,25.87,-133.53,136.01,-1.38
4805,-1311,26.63,-133.7,136.33,-1.37
4806,-1421,27.14,-134.34,137.05,-1.37
4807,-1448,27.13,-135.16,137.86,-1.37
4808,-1365,26.6,-135.77,138.35,-1.38
4809,-1201,25.87,-135.92,138.36,-1.38
4810,-1027,25.24,-135.63,137.96,-1.39
4811,-897,24.89,-135.09,137.37,-1.39
4812,-882,24.88,-134.45,136.74,-1.39
4813,-970,25.22,-133.88,136.23,-1.38
4814,-1133,25.88,-133.57,136.06,-1.38
4815,-1310,26.65,-133.74,136.37,-1.37
4816,-1422,27.16,-134.38,137.1,-1.37
4817,-1449,27.14,-135.21,137.91,-1.37
4818,-1364,26.62,-135.82,138.4,-1.38
4819,-1204,25.88,-135.96,138.41,-1.38
4820,-1030,25.25,-135.68,138.01,-1.39
4821,-898,24.9,-135.14,137.41,-1.39
4822,-881,24.89,-134.5,136.78,-1.39
4823,-969,25.23,-133.92,136.28,-1.38
4824,-1134,25.89,-133.62,136.1,-1.38
4825,-1310,26.66,-133.79,136.42,-1.37
4826,-1420,27.16,-134.43,137.14,-1.37
4827,-1448,27.15,-135.25,137.95,-1.37
4828,-1365,26.63,-135.86,138.45,-1.38
4829,-1203,25.89,-136.01,138.45,-1.38
4830,-1027,25.26,-135.72,138.05,-1.39
4831,-897,24.91,-135.18,137.46,-1.39
4832,-882,24.9,-134.54,136.83,-1.39
4833,-972,25.24,-133.97,136.32,-1.38
4834,-1132,25.9,-133.66,136.15,-1.38
4835,-1310,26.67,-133.83,136.46,-1.37
4836,-1421,27.18,-134.47,137.19,-1.37
4837,-1448,27.16,-135.29,137.99,-1.37
4838,-1364,26.64,-135.9,138.49,-1.38
4839,-1202,25.9,-136.05,138.5,-1.38
4840,-1028,25.27,-135.77,138.1,-1.39
4841,-896,24.93,-135.23,137.5,-1.39
4842,-881,24.91,-134.59,136.87,-1.39
4843,-969,25.25,-134.01,136.37,-1.38
4844,-1134,25.92,-133.71,136.19,-1.38
4845,-1310,26.68,-133.88,136.51,-1.37
4846,-1421,27.19,-134.51,137.23,-1.37
4847,-1448,27.17,-135.34,138.04,-1.37
4848,-1365,26.65,-135.95,138.54,-1.38
4849,-1203,25.92,-136.1,138.54,-1.38
4850,-1027,25.29,-135.81,138.14,-1.39
4851,-897,24.94,-135.27,137.55,-1.39
4852,-882,24.92,-134.63,136.92,-1.39
4853,-971,25.27,-134.05,136.41,-1.38
4854,-1134,25.93,-133.75,136.24,-1.38
4855,-1310,26.69,-133.92,136.55,-1.37
4856,-1422,27.2,-134.56,137.28,-1.37
4857,-1448,27.18,-135.38,138.08,-1.37
4858,-1364,26.66,-135.99,138.58,-1.38
4859,-1202,25.93,-136.14,138.59,-1.38
4860,-1027,25.3,-135.85,138.19,-1.39
4861,-897,24.95,-135.31,137.59,-1.39
4862,-881,24.94,-134.67,136.96,-1.39
4863,-969,25.28,-134.1,136.46,-1.38
4864,-1134,25.94,-133.79,136.28,-1.38
4865,-1311,26.71,-133.96,136.6,-1.37
4866,-1421,27.22,-134.6,137.32,-1.37
4867,-1448,27.2,-135.43,138.13,-1.37
4868,-1364,26.68,-136.03,138.63,-1.38
4869,-1203,25.94,-136.18,138.63,-1.38
4870,-1028,25.31,-135.9,138.23,-1.39
4871,-895,24.97,-135.36,137.64,-1.39
4872,-882,24.95,-134.72,137.01,-1.39
4873,-971,25.29,-134.14,136.5,-1.38
4874,-1133,25.95,-133.84,136.33,-1.38
4875,-1309,26.72,-134.01,136.64,-1.37
4876,-1421,27.23,-134.64,137.37,-1.37
4877,-1446,27.21,-135.47,138.17,-1.37
4878,-1364,26.69,-136.08,138.67,-1.38
4879,-1202,25.95,-136.22,138.67,-1.38
4880,-1027,25.32,-135.94,138.28,-1.39
4881,-898,24.98,-135.4,137.68,-1.39
4882,-881,24.96,-134.76,137.05,-1.39
4883,-970,25.3,-134.18,136.55,-1.38
4884,-1133,25.96,-133.88,136.37,-1.38
4885,-1311,26.73,-134.05,136.69,-1.37
4886,-1421,27.24,-134.68,137.41,-1.37
4887,-1447,27.22,-135.51,138.22,-1.37
4888,-1365,26.7,-136.12,138.71,-1.38
4889,-1204,25.97,-136.27,138.72,-1.38
4890,-1028,25.33,-135.98,138.32,-1.39
4891,-896,24.99,-135.44,137.73,-1.39
4892,-881,24.97,-134.8,137.09,-1.39
4893,-971,25.32,-134.22,136.59,-1.38
4894,-1134,25.98,-133.92,136.42,-1.38
4895,-1309,26.74,-134.09,136.73,-1.37
4896,-1420,27.25,-134.73,137.45,-1.37
4897,-1447,27.23,-135.55,138.26,-1.37
4898,-1362,26.71,-136.16,138.75,-1.38
4899,-1202,25.98,-136.31,138.76,-1.38
4900,-1028,25.35,-136.02,138.36,-1.39
4901,-896,25,-135.48,137.77,-1.39
4902,-880,24.99,-134.84,137.14,-1.39
4903,-968,25.33,-134.26,136.63,-1.38
4904,-1134,25.99,-133.96,136.46,-1.38
4905,-1311,26.76,-134.13,136.77,-1.37
4906,-1422,27.26,-134.77,137.5,-1.37
4907,-1448,27.25,-135.59,138.3,-1.37
4908,-1363,26.73,-136.2,138.8,-1.38
4909,-1202,25.99,-136.35,138.8,-1.38
4910,-1028,25.36,-136.06,138.41,-1.39
4911,-897,25.01,-135.52,137.81,-1.39
4912,-880,25,-134.88,137.18,-1.39
4913,-970,25.34,-134.31,136.68,-1.38
4914,-1135,26,-134,136.5,-1.38
4915,-1310,26.77,-134.17,136.82,-1.37
4916,-1420,27.28,-134.81,137.54,-1.37
4917,-1448,27.26,-135.63,138.35,-1.37
4918,-1366,26.74,-136.24,138.84,-1.38
4919,-1202,26,-136.39,138.85,-1.38
4920,-1027,25.37,-136.11,138.45,-1.39
4921,-897,25.03,-135.57,137.86,-1.39
4922,-881,25.01,-134.93,137.22,-1.39
4923,-970,25.35,-134.35,136.72,-1.38
4924,-1134,26.01,-134.04,136.55,-1.38
4925,-1311,26.78,-134.21,136.86,-1.37
4926,-1422,27.29,-134.85,137.59,-1.37
4927,-1448,27.27,-135.68,138.39,-1.37
4928,-1363,26.75,-136.29,138.89,-1.38
4929,-1202,26.02,-136.43,138.89,-1.38
4930,-1028,25.39,-136.15,138.49,-1.39
4931,-896,25.04,-135.61,137.9,-1.39
4932,-881,25.02,-134.97,137.27,-1.39
4933,-970,25.37,-134.39,136.76,-1.38
4934,-1136,26.03,-134.09,136.59,-1.38
4935,-1310,26.79,-134.26,136.9,-1.37
4936,-1421,27.3,-134.89,137.63,-1.37
4937,-1448,27.29,-135.72,138.43,-1.37
4938,-1364,26.76,-136.33,138.93,-1.38
4939,-1201,26.03,-136.47,138.93,-1.38
4940,-1027,25.4,-136.19,138.54,-1.39
4941,-896,25.05,-135.65,137.94,-1.39
4942,-881,25.04,-135.01,137.31,-1.39
4943,-970,25.38,-134.43,136.81,-1.38
4944,-1133,26.04,-134.13,136.63,-1.38
4945,-1311,26.81,-134.3,136.95,-1.37
4946,-1421,27.32,-134.94,137.67,-1.37
