Samp,Signal,I,Q,R,Phi,,,,
4758,-1573,-279.39,-51.64,284.12,-2.96,,,,
4759,-1739,-280.25,-51.95,285.02,-2.96,,,,
4760,-1666,-281.07,-51.59,285.76,-2.96,,,,
4761,-1410,-281.41,-50.84,285.97,-2.96,,,,
4762,-1046,-281.24,-50.16,285.67,-2.97,,,,
4763,-711,-280.8,-49.76,285.17,-2.97,,,,
4764,-555,-280.29,-49.62,284.65,-2.97,,,,
4765,-621,-279.74,-49.71,284.12,-2.97,,,,
4766,-884,-279.24,-50.13,283.7,-2.96,,,,
4767,-1271,-279.06,-50.9,283.67,-2.96,,,,
4768,-1577,-279.47,-51.67,284.21,-2.96,,,,
4769,-1743,-280.34,-51.97,285.11,-2.96,,,,
4770,-1676,-281.16,-51.62,285.86,-2.96,,,,
4771,-1408,-281.5,-50.87,286.06,-2.96,,,,
4772,-1043,-281.33,-50.18,285.77,-2.97,,,,
4773,-707,-280.89,-49.79,285.27,-2.97,,,,
4774,-554,-280.38,-49.65,284.75,-2.97,,,,
4775,-623,-279.83,-49.74,284.22,-2.97,,,,
4776,-890,-279.33,-50.16,283.8,-2.96,,,,
4777,-1266,-279.15,-50.93,283.76,-2.96,,,,
4778,-1579,-279.56,-51.7,284.3,-2.96,,,,
4779,-1741,-280.43,-52,285.21,-2.96,,,,
4780,-1674,-281.25,-51.64,285.95,-2.96,,,,
4781,-1407,-281.59,-50.9,286.16,-2.96,,,,
4782,-1042,-281.42,-50.21,285.86,-2.97,,,,
4783,-708,-280.98,-49.82,285.36,-2.97,,,,
4784,-553,-280.47,-49.68,284.84,-2.97,,,,
4785,-622,-279.92,-49.77,284.31,-2.97,,,,
4786,-892,-279.42,-50.19,283.89,-2.96,,,,
4787,-1265,-279.24,-50.95,283.85,-2.96,,,,
4788,-1579,-279.65,-51.72,284.39,-2.96,,,,
4789,-1742,-280.52,-52.03,285.3,-2.96,,,,
4790,-1673,-281.34,-51.67,286.05,-2.96,,,,
4791,-1409,-281.68,-50.92,286.25,-2.96,,,,
4792,-1042,-281.51,-50.24,285.95,-2.96,,,,
4793,-706,-281.07,-49.85,285.45,-2.97,,,,
4794,-553,-280.56,-49.71,284.93,-2.97,,,,
4795,-621,-280.01,-49.8,284.41,-2.97,,,,
4796,-890,-279.51,-50.22,283.99,-2.96,,,,
4797,-1265,-279.33,-50.98,283.95,-2.96,,,,
4798,-1578,-279.74,-51.75,284.49,-2.96,,,,
4799,-1740,-280.61,-52.06,285.39,-2.96,,,,
4800,-1673,-281.43,-51.7,286.14,-2.96,,,,
4801,-1407,-281.77,-50.95,286.34,-2.96,,,,
4802,-1042,-281.59,-50.27,286.04,-2.96,,,,
4803,-707,-281.16,-49.87,285.55,-2.97,,,,
4804,-555,-280.65,-49.74,285.02,-2.97,,,,
4805,-620,-280.1,-49.82,284.5,-2.97,,,,
4806,-891,-279.6,-50.25,284.08,-2.96,,,,
4807,-1267,-279.42,-51.01,284.04,-2.96,,,,
4808,-1580,-279.83,-51.78,284.58,-2.96,,,,
4809,-1740,-280.69,-52.09,285.48,-2.96,,,,
4810,-1673,-281.52,-51.73,286.23,-2.96,,,,
4811,-1407,-281.86,-50.98,286.43,-2.96,,,,
4812,-1042,-281.68,-50.29,286.14,-2.96,,,,
4813,-707,-281.24,-49.9,285.64,-2.97,,,,
4814,-553,-280.74,-49.77,285.11,-2.97,,,,
4815,-622,-280.19,-49.85,284.59,-2.97,,,,
4816,-891,-279.68,-50.28,284.17,-2.96,,,,
4817,-1266,-279.51,-51.04,284.13,-2.96,,,,
4818,-1581,-279.92,-51.81,284.67,-2.96,,,,
4819,-1741,-280.78,-52.12,285.58,-2.96,,,,
4820,-1674,-281.6,-51.76,286.32,-2.96,,,,
4821,-1407,-281.95,-51.01,286.52,-2.96,,,,
4822,-1042,-281.77,-50.32,286.23,-2.96,,,,
4823,-708,-281.33,-49.93,285.73,-2.97,,,,
4824,-554,-280.82,-49.79,285.2,-2.97,,,,
4825,-622,-280.27,-49.88,284.68,-2.97,,,,
4826,-890,-279.77,-50.3,284.26,-2.96,,,,
4827,-1266,-279.59,-51.07,284.22,-2.96,,,,
4828,-1580,-280,-51.84,284.76,-2.96,,,,
4829,-1740,-280.87,-52.14,285.67,-2.96,,,,
4830,-1672,-281.69,-51.79,286.41,-2.96,,,,
4831,-1409,-282.03,-51.04,286.61,-2.96,,,,
4832,-1043,-281.85,-50.35,286.32,-2.96,,,,
4833,-707,-281.42,-49.96,285.82,-2.97,,,,
4834,-555,-280.91,-49.82,285.29,-2.97,,,,
4835,-622,-280.36,-49.91,284.77,-2.97,,,,
4836,-891,-279.85,-50.33,284.35,-2.96,,,,
4837,-1265,-279.68,-51.1,284.31,-2.96,,,,
4838,-1577,-280.09,-51.86,284.85,-2.96,,,,
4839,-1741,-280.95,-52.17,285.75,-2.96,,,,
4840,-1673,-281.77,-51.81,286.5,-2.96,,,,
4841,-1406,-282.11,-51.06,286.7,-2.96,,,,
4842,-1042,-281.94,-50.38,286.4,-2.96,,,,
4843,-707,-281.5,-49.99,285.9,-2.97,,,,
4844,-554,-280.99,-49.85,285.38,-2.97,,,,
4845,-620,-280.44,-49.94,284.86,-2.97,,,,
4846,-889,-279.94,-50.36,284.43,-2.96,,,,
4847,-1265,-279.76,-51.12,284.4,-2.96,,,,
4848,-1580,-280.17,-51.89,284.94,-2.96,,,,
4849,-1739,-281.04,-52.2,285.84,-2.96,,,,
4850,-1673,-281.86,-51.84,286.59,-2.96,,,,
4851,-1407,-282.2,-51.09,286.79,-2.96,,,,
4852,-1044,-282.02,-50.4,286.49,-2.96,,,,
4853,-707,-281.59,-50.01,285.99,-2.97,,,,
4854,-553,-281.08,-49.87,285.47,-2.97,,,,
4855,-622,-280.53,-49.96,284.94,-2.97,,,,
4856,-890,-280.02,-50.38,284.52,-2.96,,,,
4857,-1268,-279.85,-51.15,284.49,-2.96,,,,
4858,-1580,-280.26,-51.92,285.03,-2.96,,,,
4859,-1739,-281.12,-52.22,285.93,-2.96,,,,
4860,-1674,-281.94,-51.87,286.67,-2.96,,,,
4861,-1406,-282.28,-51.12,286.88,-2.96,,,,
4862,-1041,-282.11,-50.43,286.58,-2.96,,,,
4863,-708,-281.67,-50.04,286.08,-2.97,,,,
4864,-555,-281.16,-49.9,285.55,-2.97,,,,
4865,-620,-280.61,-49.99,285.03,-2.97,,,,
4866,-891,-280.11,-50.41,284.61,-2.96,,,,
4867,-1264,-279.93,-51.18,284.57,-2.96,,,,
4868,-1581,-280.34,-51.95,285.11,-2.96,,,,
4869,-1741,-281.2,-52.25,286.02,-2.96,,,,
4870,-1671,-282.03,-51.9,286.76,-2.96,,,,
4871,-1407,-282.37,-51.15,286.96,-2.96,,,,
4872,-1042,-282.19,-50.46,286.67,-2.96,,,,
4873,-707,-281.75,-50.07,286.17,-2.97,,,,
4874,-555,-281.24,-49.93,285.64,-2.97,,,,
4875,-620,-280.7,-50.02,285.12,-2.97,,,,
4876,-892,-280.19,-50.44,284.7,-2.96,,,,
4877,-1268,-280.02,-51.21,284.66,-2.96,,,,
4878,-1579,-280.42,-51.98,285.2,-2.96,,,,
4879,-1740,-281.29,-52.28,286.1,-2.96,,,,
4880,-1673,-282.11,-51.92,286.85,-2.96,,,,
4881,-1407,-282.45,-51.18,287.05,-2.96,,,,
4882,-1042,-282.27,-50.49,286.75,-2.96,,,,
4883,-706,-281.84,-50.1,286.25,-2.97,,,,
4884,-554,-281.33,-49.96,285.73,-2.97,,,,
4885,-621,-280.78,-50.05,285.21,-2.97,,,,
4886,-890,-280.27,-50.47,284.78,-2.96,,,,
4887,-1268,-280.1,-51.23,284.75,-2.96,,,,
4888,-1579,-280.51,-52.01,285.29,-2.96,,,,
4889,-1740,-281.37,-52.31,286.19,-2.96,,,,
4890,-1674,-282.19,-51.95,286.93,-2.96,,,,
4891,-1406,-282.53,-51.21,287.14,-2.96,,,,
4892,-1042,-282.36,-50.52,286.84,-2.96,,,,
4893,-707,-281.92,-50.13,286.34,-2.97,,,,
4894,-551,-281.41,-49.99,285.82,-2.97,,,,
4895,-622,-280.86,-50.08,285.29,-2.97,,,,
4896,-892,-280.36,-50.5,284.87,-2.96,,,,
4897,-1268,-280.18,-51.26,284.83,-2.96,,,,
4898,-1580,-280.59,-52.04,285.37,-2.96,,,,
4899,-1740,-281.45,-52.34,286.28,-2.96,,,,
4900,-1673,-282.28,-51.98,287.02,-2.96,,,,
4901,-1407,-282.62,-51.24,287.22,-2.96,,,,
4902,-1041,-282.44,-50.55,286.93,-2.96,,,,
4903,-708,-282,-50.16,286.43,-2.97,,,,
4904,-555,-281.49,-50.02,285.9,-2.97,,,,
4905,-622,-280.94,-50.11,285.38,-2.97,,,,
4906,-892,-280.44,-50.53,284.95,-2.96,,,,
4907,-1264,-280.26,-51.29,284.92,-2.96,,,,
4908,-1579,-280.67,-52.06,285.46,-2.96,,,,
4909,-1739,-281.53,-52.37,286.36,-2.96,,,,
4910,-1673,-282.35,-52.01,287.1,-2.96,,,,
4911,-1407,-282.7,-51.26,287.31,-2.96,,,,
4912,-1041,-282.52,-50.58,287.01,-2.96,,,,
4913,-707,-282.08,-50.18,286.51,-2.97,,,,
4914,-555,-281.57,-50.05,285.98,-2.97,,,,
4915,-620,-281.02,-50.13,285.46,-2.97,,,,
4916,-890,-280.52,-50.55,285.04,-2.96,,,,
4917,-1266,-280.34,-51.32,285,-2.96,,,,
4918,-1578,-280.75,-52.09,285.54,-2.96,,,,
4919,-1741,-281.61,-52.39,286.45,-2.96,,,,
4920,-1672,-282.44,-52.04,287.19,-2.96,,,,
4921,-1406,-282.78,-51.29,287.39,-2.96,,,,
4922,-1042,-282.6,-50.6,287.09,-2.96,,,,
4923,-707,-282.16,-50.21,286.59,-2.97,,,,
4924,-553,-281.65,-50.07,286.07,-2.97,,,,
4925,-622,-281.1,-50.16,285.54,-2.97,,,,
4926,-891,-280.6,-50.58,285.12,-2.96,,,,
4927,-1266,-280.42,-51.35,285.08,-2.96,,,,
4928,-1578,-280.83,-52.12,285.62,-2.96,,,,
4929,-1739,-281.69,-52.42,286.53,-2.96,,,,
4930,-1673,-282.51,-52.06,287.27,-2.96,,,,
4931,-1405,-282.86,-51.32,287.47,-2.96,,,,
4932,-1042,-282.68,-50.63,287.18,-2.96,,,,
4933,-708,-282.24,-50.24,286.67,-2.97,,,,
4934,-553,-281.73,-50.1,286.15,-2.97,,,,
4935,-621,-281.18,-50.19,285.63,-2.96,,,,
4936,-890,-280.68,-50.61,285.2,-2.96,,,,
4937,-1266,-280.5,-51.37,285.17,-2.96,,,,
4938,-1580,-280.91,-52.14,285.71,-2.96,,,,
4939,-1739,-281.77,-52.45,286.61,-2.96,,,,
4940,-1672,-282.59,-52.09,287.35,-2.96,,,,
4941,-1407,-282.94,-51.34,287.56,-2.96,,,,
4942,-1041,-282.76,-50.66,287.26,-2.96,,,,
4943,-708,-282.32,-50.26,286.76,-2.97,,,,
4944,-554,-281.81,-50.12,286.23,-2.97,,,,
4945,-620,-281.26,-50.21,285.71,-2.96,,,,
4946,-891,-280.76,-50.63,285.29,-2.96,,,,
4947,-1266,-280.58,-51.4,285.25,-2.96,,,,
4948,-1579,-280.99,-52.17,285.79,-2.96,,,,
4949,-1741,-281.85,-52.47,286.69,-2.96,,,,
4950,-1672,-282.67,-52.12,287.44,-2.96,,,,
4951,-1407,-283.01,-51.37,287.64,-2.96,,,,
4952,-1041,-282.84,-50.68,287.34,-2.96,,,,
4953,-706,-282.4,-50.29,286.84,-2.97,,,,
4954,-555,-281.89,-50.15,286.32,-2.97,,,,
4955,-621,-281.34,-50.24,285.79,-2.96,,,,
4956,-891,-280.84,-50.66,285.37,-2.96,,,,
4957,-1266,-280.66,-51.43,285.33,-2.96,,,,
4958,-1580,-281.07,-52.2,285.87,-2.96,,,,
4959,-1741,-281.93,-52.5,286.78,-2.96,,,,
4960,-1672,-282.75,-52.14,287.52,-2.96,,,,
4961,-1406,-283.09,-51.4,287.72,-2.96,,,,
4962,-1044,-282.92,-50.71,287.42,-2.96,,,,
4963,-708,-282.48,-50.32,286.92,-2.97,,,,
4964,-554,-281.97,-50.18,286.4,-2.97,,,,
4965,-620,-281.42,-50.27,285.87,-2.96,,,,
4966,-890,-280.92,-50.69,285.45,-2.96,,,,
4967,-1267,-280.74,-51.45,285.41,-2.96,,,,
4968,-1579,-281.15,-52.22,285.95,-2.96,,,,
4969,-1740,-282.01,-52.53,286.86,-2.96,,,,
4970,-1673,-282.83,-52.17,287.6,-2.96,,,,
4971,-1407,-283.17,-51.42,287.8,-2.96,,,,
4972,-1041,-282.99,-50.73,287.51,-2.96,,,,
4973,-706,-282.56,-50.34,287.01,-2.97,,,,
4974,-554,-282.05,-50.2,286.48,-2.97,,,,
4975,-622,-281.5,-50.29,285.96,-2.96,,,,
4976,-890,-280.99,-50.71,285.53,-2.96,,,,
4977,-1265,-280.82,-51.48,285.5,-2.96,,,,
4978,-1579,-281.22,-52.25,286.04,-2.96,,,,
4979,-1740,-282.09,-52.55,286.94,-2.96,,,,
4980,-1673,-282.91,-52.19,287.68,-2.96,,,,
4981,-1407,-283.25,-51.45,287.88,-2.96,,,,
4982,-1042,-283.07,-50.76,287.59,-2.96,,,,
4983,-708,-282.63,-50.37,287.09,-2.97,,,,
4984,-555,-282.12,-50.23,286.56,-2.97,,,,
4985,-621,-281.58,-50.32,286.04,-2.96,,,,
4986,-892,-281.07,-50.74,285.61,-2.96,,,,
4987,-1267,-280.89,-51.5,285.58,-2.96,,,,
4988,-1580,-281.3,-52.27,286.12,-2.96,,,,
4989,-1741,-282.16,-52.58,287.02,-2.96,,,,
4990,-1673,-282.99,-52.22,287.76,-2.96,,,,
4991,-1409,-283.33,-51.47,287.97,-2.96,,,,
4992,-1043,-283.15,-50.78,287.67,-2.96,,,,
4993,-707,-282.71,-50.39,287.17,-2.97,,,,
4994,-554,-282.2,-50.25,286.64,-2.97,,,,
4995,-621,-281.65,-50.34,286.12,-2.96,,,,
4996,-892,-281.15,-50.77,285.69,-2.96,,,,
4997,-1267,-280.97,-51.53,285.66,-2.96,,,,
4998,-1579,-281.38,-52.3,286.2,-2.96,,,,
4999,-1742,-282.24,-52.6,287.1,-2.96,,,,
5000,-1673,-283.06,-52.25,287.85,-2.96,,,,
5001,-1407,-283.41,-51.5,288.05,-2.96,,,,
5002,-1043,-283.23,-50.81,287.75,-2.96,,,,
5003,-708,-282.79,-50.42,287.25,-2.97,,,,
5004,-554,-282.28,-50.28,286.72,-2.97,,,,
5005,-621,-281.73,-50.37,286.2,-2.96,,,,
5006,-890,-281.23,-50.79,285.78,-2.96,,,,
5007,-1267,-281.05,-51.55,285.74,-2.96,,,,
5008,-1578,-281.46,-52.32,286.28,-2.96,,,,
5009,-1739,-282.32,-52.63,287.18,-2.96,,,,
5010,-1674,-283.14,-52.27,287.92,-2.96,,,,
5011,-1407,-283.48,-51.52,288.13,-2.96,,,,
5012,-1042,-283.3,-50.84,287.83,-2.96,,,,
5013,-706,-282.87,-50.44,287.33,-2.97,,,,
5014,-553,-282.36,-50.31,286.8,-2.97,,,,
5015,-623,-281.81,-50.39,286.28,-2.96,,,,
5016,-890,-281.3,-50.82,285.86,-2.96,,,,
5017,-1267,-281.13,-51.58,285.82,-2.96,,,,
5018,-1580,-281.53,-52.35,286.36,-2.96,,,,
5019,-1742,-282.4,-52.65,287.26,-2.96,,,,
5020,-1674,-283.22,-52.3,288.01,-2.96,,,,
5021,-1406,-283.56,-51.55,288.21,-2.96,,,,
5022,-1041,-283.38,-50.86,287.91,-2.96,,,,
5023,-708,-282.94,-50.47,287.41,-2.97,,,,
5024,-554,-282.43,-50.33,286.88,-2.97,,,,
5025,-621,-281.89,-50.42,286.36,-2.96,,,,
5026,-892,-281.38,-50.84,285.94,-2.96,,,,
5027,-1267,-281.2,-51.61,285.9,-2.96,,,,
5028,-1581,-281.61,-52.38,286.44,-2.96,,,,
5029,-1741,-282.47,-52.68,287.34,-2.96,,,,
5030,-1673,-283.29,-52.32,288.09,-2.96,,,,
5031,-1406,-283.64,-51.58,288.29,-2.96,,,,
5032,-1042,-283.46,-50.89,287.99,-2.96,,,,
5033,-706,-283.02,-50.5,287.49,-2.97,,,,
5034,-554,-282.51,-50.36,286.96,-2.97,,,,
5035,-619,-281.96,-50.45,286.44,-2.96,,,,
5036,-892,-281.46,-50.87,286.02,-2.96,,,,
5037,-1267,-281.28,-51.63,285.98,-2.96,,,,
5038,-1579,-281.69,-52.4,286.52,-2.96,,,,
5039,-1742,-282.55,-52.71,287.42,-2.96,,,,
5040,-1674,-283.37,-52.35,288.17,-2.96,,,,
5041,-1406,-283.71,-51.6,288.37,-2.96,,,,
5042,-1042,-283.54,-50.92,288.07,-2.96,,,,
5043,-707,-283.1,-50.53,287.57,-2.96,,,,
5044,-554,-282.59,-50.39,287.04,-2.97,,,,
5045,-620,-282.04,-50.48,286.52,-2.96,,,,
5046,-890,-281.53,-50.9,286.1,-2.96,,,,
5047,-1267,-281.36,-51.66,286.06,-2.96,,,,
5048,-1579,-281.76,-52.43,286.6,-2.96,,,,
5049,-1741,-282.63,-52.73,287.5,-2.96,,,,
5050,-1672,-283.45,-52.38,288.25,-2.96,,,,
5051,-1406,-283.79,-51.63,288.45,-2.96,,,,
5052,-1042,-283.61,-50.94,288.15,-2.96,,,,
5053,-706,-283.17,-50.55,287.65,-2.96,,,,
5054,-552,-282.66,-50.41,287.12,-2.97,,,,
5055,-622,-282.11,-50.5,286.6,-2.96,,,,
5056,-892,-281.61,-50.92,286.18,-2.96,,,,
5057,-1268,-281.43,-51.69,286.14,-2.96,,,,
5058,-1580,-281.84,-52.46,286.68,-2.96,,,,
5059,-1741,-282.7,-52.76,287.58,-2.96,,,,
5060,-1674,-283.52,-52.41,288.33,-2.96,,,,
5061,-1407,-283.86,-51.66,288.53,-2.96,,,,
5062,-1041,-283.69,-50.97,288.23,-2.96,,,,
5063,-708,-283.25,-50.58,287.73,-2.96,,,,
5064,-554,-282.74,-50.44,287.2,-2.97,,,,
5065,-622,-282.19,-50.53,286.68,-2.96,,,,
5066,-891,-281.68,-50.95,286.25,-2.96,,,,
5067,-1265,-281.51,-51.71,286.22,-2.96,,,,
5068,-1580,-281.91,-52.48,286.76,-2.96,,,,
5069,-1741,-282.78,-52.79,287.66,-2.96,,,,
5070,-1671,-283.6,-52.43,288.4,-2.96,,,,
5071,-1405,-283.94,-51.68,288.6,-2.96,,,,
5072,-1041,-283.76,-51,288.3,-2.96,,,,
5073,-707,-283.32,-50.61,287.8,-2.96,,,,
5074,-553,-282.81,-50.47,287.28,-2.97,,,,
5075,-622,-282.26,-50.56,286.75,-2.96,,,,
5076,-893,-281.75,-50.98,286.33,-2.96,,,,
5077,-1268,-281.58,-51.74,286.29,-2.96,,,,
5078,-1579,-281.98,-52.51,286.83,-2.96,,,,
5079,-1742,-282.85,-52.82,287.74,-2.96,,,,
5080,-1674,-283.67,-52.46,288.48,-2.96,,,,
5081,-1407,-284.01,-51.71,288.68,-2.96,,,,
5082,-1042,-283.83,-51.02,288.38,-2.96,,,,
5083,-707,-283.39,-50.63,287.88,-2.96,,,,
5084,-554,-282.88,-50.49,287.35,-2.96,,,,
5085,-621,-282.34,-50.58,286.83,-2.96,,,,
5086,-891,-281.83,-51,286.41,-2.96,,,,
5087,-1265,-281.65,-51.77,286.37,-2.96,,,,
5088,-1579,-282.06,-52.54,286.91,-2.96,,,,
5089,-1740,-282.92,-52.84,287.81,-2.96,,,,
5090,-1671,-283.74,-52.48,288.55,-2.96,,,,
5091,-1405,-284.08,-51.74,288.75,-2.96,,,,
5092,-1043,-283.9,-51.05,288.46,-2.96,,,,
5093,-708,-283.46,-50.66,287.95,-2.96,,,,
5094,-553,-282.95,-50.52,287.43,-2.96,,,,
5095,-621,-282.41,-50.61,286.9,-2.96,,,,
5096,-892,-281.9,-51.03,286.48,-2.96,,,,
5097,-1268,-281.72,-51.79,286.44,-2.96,,,,
5098,-1581,-282.13,-52.56,286.98,-2.96,,,,
5099,-1740,-282.99,-52.87,287.89,-2.96,,,,
5100,-1674,-283.81,-52.51,288.63,-2.96,,,,
5101,-1407,-284.15,-51.76,288.83,-2.96,,,,
5102,-1041,-283.98,-51.07,288.53,-2.96,,,,
5103,-706,-283.54,-50.68,288.03,-2.96,,,,
5104,-553,-283.03,-50.54,287.51,-2.96,,,,
5105,-621,-282.48,-50.63,286.98,-2.96,,,,
5106,-891,-281.97,-51.05,286.56,-2.96,,,,
5107,-1266,-281.8,-51.82,286.52,-2.96,,,,
5108,-1580,-282.2,-52.59,287.06,-2.96,,,,
5109,-1742,-283.07,-52.89,287.97,-2.96,,,,
5110,-1672,-283.89,-52.53,288.71,-2.96,,,,
5111,-1406,-284.23,-51.79,288.91,-2.96,,,,
5112,-1040,-284.05,-51.1,288.61,-2.96,,,,
5113,-708,-283.61,-50.71,288.11,-2.96,,,,
5114,-553,-283.1,-50.57,287.58,-2.96,,,,
5115,-620,-282.55,-50.66,287.06,-2.96,,,,
5116,-892,-282.05,-51.08,286.63,-2.96,,,,
5117,-1268,-281.87,-51.85,286.6,-2.96,,,,
5118,-1579,-282.28,-52.61,287.14,-2.96,,,,
5119,-1740,-283.14,-52.92,288.04,-2.96,,,,
5120,-1671,-283.96,-52.56,288.78,-2.96,,,,
5121,-1407,-284.3,-51.81,288.98,-2.96,,,,
5122,-1041,-284.12,-51.13,288.68,-2.96,,,,
5123,-706,-283.68,-50.74,288.18,-2.96,,,,
5124,-555,-283.17,-50.6,287.66,-2.96,,,,
5125,-622,-282.62,-50.69,287.13,-2.96,,,,
5126,-892,-282.12,-51.11,286.71,-2.96,,,,
5127,-1267,-281.94,-51.87,286.67,-2.96,,,,
5128,-1581,-282.34,-52.64,287.21,-2.96,,,,
5129,-1741,-283.21,-52.95,288.11,-2.96,,,,
5130,-1674,-284.03,-52.59,288.86,-2.96,,,,
5131,-1405,-284.37,-51.84,289.06,-2.96,,,,
5132,-1042,-284.19,-51.15,288.76,-2.96,,,,
5133,-709,-283.75,-50.76,288.26,-2.96,,,,
5134,-555,-283.24,-50.62,287.73,-2.96,,,,
5135,-621,-282.69,-50.71,287.2,-2.96,,,,
5136,-891,-282.19,-51.13,286.78,-2.96,,,,
5137,-1267,-282.01,-51.9,286.74,-2.96,,,,
5138,-1581,-282.41,-52.67,287.28,-2.96,,,,
5139,-1740,-283.28,-52.97,288.19,-2.96,,,,
5140,-1672,-284.1,-52.61,288.93,-2.96,,,,
5141,-1406,-284.44,-51.87,289.13,-2.96,,,,
5142,-1042,-284.26,-51.18,288.83,-2.96,,,,
5143,-707,-283.82,-50.79,288.33,-2.96,,,,
5144,-552,-283.31,-50.65,287.8,-2.96,,,,
5145,-622,-282.76,-50.74,287.28,-2.96,,,,
5146,-893,-282.26,-51.16,286.85,-2.96,,,,
5147,-1266,-282.08,-51.92,286.82,-2.96,,,,
5148,-1579,-282.48,-52.69,287.36,-2.96,,,,
5149,-1742,-283.35,-53,288.26,-2.96,,,,
5150,-1674,-284.17,-52.64,289,-2.96,,,,
5151,-1407,-284.51,-51.89,289.2,-2.96,,,,
5152,-1041,-284.33,-51.2,288.91,-2.96,,,,
5153,-706,-283.89,-50.81,288.4,-2.96,,,,
5154,-555,-283.38,-50.67,287.88,-2.96,,,,
5155,-621,-282.83,-50.76,287.35,-2.96,,,,
5156,-892,-282.33,-51.18,286.93,-2.96,,,,
5157,-1268,-282.15,-51.95,286.89,-2.96,,,,
5158,-1582,-282.56,-52.72,287.43,-2.96,,,,
5159,-1743,-283.42,-53.02,288.34,-2.96,,,,
5160,-1673,-284.24,-52.67,289.08,-2.96,,,,
5161,-1406,-284.58,-51.92,289.28,-2.96,,,,
5162,-1043,-284.4,-51.23,288.98,-2.96,,,,
5163,-706,-283.96,-50.84,288.48,-2.96,,,,
5164,-554,-283.45,-50.7,287.95,-2.96,,,,
5165,-622,-282.9,-50.79,287.43,-2.96,,,,
5166,-892,-282.4,-51.21,287,-2.96,,,,
5167,-1263,-282.22,-51.97,286.97,-2.96,,,,
5168,-1580,-282.63,-52.74,287.51,-2.96,,,,
5169,-1734,-283.48,-53.05,288.4,-2.96,,,,
5170,-1677,-284.31,-52.69,289.15,-2.96,,,,
5171,-1403,-284.65,-51.94,289.35,-2.96,,,,
5172,-1036,-284.47,-51.26,289.05,-2.96,,,,
5173,-709,-284.03,-50.86,288.55,-2.96,,,,
5174,-555,-283.52,-50.72,288.02,-2.96,,,,
5175,-615,-282.97,-50.81,287.5,-2.96,,,,
5176,-893,-282.47,-51.23,287.07,-2.96,,,,
5177,-1269,-282.29,-52,287.04,-2.96,,,,
5178,-1584,-282.7,-52.77,287.58,-2.96,,,,
5179,-1744,-283.56,-53.08,288.48,-2.96,,,,
5180,-1674,-284.38,-52.72,289.23,-2.96,,,,
5181,-1407,-284.72,-51.97,289.43,-2.96,,,,
5182,-1043,-284.54,-51.28,289.13,-2.96,,,,
5183,-709,-284.1,-50.89,288.63,-2.96,,,,
5184,-553,-283.59,-50.75,288.1,-2.96,,,,
5185,-621,-283.05,-50.84,287.58,-2.96,,,,
5186,-893,-282.54,-51.26,287.15,-2.96,,,,
5187,-1269,-282.36,-52.03,287.11,-2.96,,,,
5188,-1580,-282.77,-52.8,287.65,-2.96,,,,
5189,-1741,-283.63,-53.1,288.56,-2.96,,,,
5190,-1673,-284.45,-52.74,289.3,-2.96,,,,
5191,-1407,-284.79,-51.99,289.5,-2.96,,,,
5192,-1041,-284.61,-51.31,289.2,-2.96,,,,
5193,-705,-284.17,-50.92,288.7,-2.96,,,,
5194,-554,-283.66,-50.78,288.17,-2.96,,,,
5195,-621,-283.11,-50.87,287.65,-2.96,,,,
5196,-891,-282.61,-51.29,287.22,-2.96,,,,
5197,-1266,-282.43,-52.05,287.19,-2.96,,,,
5198,-1579,-282.84,-52.82,287.73,-2.96,,,,
5199,-1741,-283.7,-53.13,288.63,-2.96,,,,
5200,-1673,-284.52,-52.77,289.37,-2.96,,,,
5201,-1405,-284.86,-52.02,289.57,-2.96,,,,
5202,-1041,-284.68,-51.33,289.27,-2.96,,,,
5203,-707,-284.24,-50.94,288.77,-2.96,,,,
5204,-554,-283.73,-50.8,288.24,-2.96,,,,
5205,-620,-283.18,-50.89,287.72,-2.96,,,,
5206,-892,-282.68,-51.31,287.29,-2.96,,,,
5207,-1268,-282.5,-52.08,287.26,-2.96,,,,
5208,-1580,-282.9,-52.85,287.8,-2.96,,,,
5209,-1740,-283.77,-53.15,288.7,-2.96,,,,
5210,-1673,-284.59,-52.79,289.44,-2.96,,,,
5211,-1406,-284.93,-52.04,289.64,-2.96,,,,
5212,-1042,-284.75,-51.36,289.34,-2.96,,,,
5213,-706,-284.31,-50.97,288.84,-2.96,,,,
5214,-554,-283.8,-50.83,288.31,-2.96,,,,
5215,-622,-283.25,-50.92,287.79,-2.96,,,,
5216,-891,-282.74,-51.34,287.37,-2.96,,,,
5217,-1266,-282.56,-52.1,287.33,-2.96,,,,
5218,-1581,-282.97,-52.87,287.87,-2.96,,,,
5219,-1742,-283.83,-53.18,288.77,-2.96,,,,
5220,-1673,-284.66,-52.82,289.51,-2.96,,,,
5221,-1405,-285,-52.07,289.71,-2.96,,,,
5222,-1040,-284.82,-51.38,289.41,-2.96,,,,
5223,-708,-284.38,-50.99,288.91,-2.96,,,,
5224,-554,-283.87,-50.85,288.38,-2.96,,,,
5225,-621,-283.32,-50.94,287.86,-2.96,,,,
5226,-892,-282.81,-51.36,287.44,-2.96,,,,
5227,-1267,-282.63,-52.13,287.4,-2.96,,,,
5228,-1582,-283.04,-52.9,287.94,-2.96,,,,
5229,-1742,-283.9,-53.2,288.84,-2.96,,,,
