Samp,Signal,I,Q,R,Phi,,,,
4766,-1189,-226.24,-176.3,286.82,-2.48,,,,
4767,-1545,-226.1,-177.16,287.24,-2.48,,,,
4768,-1749,-226.6,-177.94,288.11,-2.48,,,,
4769,-1734,-227.49,-178.16,288.95,-2.48,,,,
4770,-1505,-228.25,-177.76,289.3,-2.48,,,,
4771,-1151,-228.53,-177.06,289.1,-2.48,,,,
4772,-795,-228.39,-176.45,288.61,-2.48,,,,
4773,-583,-228.03,-176.04,288.08,-2.48,,,,
4774,-600,-227.53,-175.82,287.54,-2.48,,,,
4775,-835,-226.89,-175.87,287.07,-2.48,,,,
4776,-1191,-226.3,-176.36,286.91,-2.48,,,,
4777,-1545,-226.16,-177.22,287.33,-2.48,,,,
4778,-1737,-226.66,-177.99,288.2,-2.48,,,,
4779,-1724,-227.55,-178.22,289.03,-2.48,,,,
4780,-1499,-228.3,-177.81,289.38,-2.48,,,,
4781,-1144,-228.58,-177.12,289.17,-2.48,,,,
4782,-790,-228.44,-176.51,288.69,-2.48,,,,
4783,-582,-228.08,-176.11,288.15,-2.48,,,,
4784,-599,-227.58,-175.88,287.62,-2.48,,,,
4785,-832,-226.94,-175.93,287.14,-2.48,,,,
4786,-1188,-226.35,-176.42,286.99,-2.48,,,,
4787,-1546,-226.21,-177.28,287.41,-2.48,,,,
4788,-1751,-226.72,-178.06,288.28,-2.48,,,,
4789,-1734,-227.61,-178.29,289.12,-2.48,,,,
4790,-1505,-228.37,-177.88,289.47,-2.48,,,,
4791,-1151,-228.65,-177.19,289.27,-2.48,,,,
4792,-792,-228.5,-176.58,288.78,-2.48,,,,
4793,-579,-228.15,-176.17,288.25,-2.48,,,,
4794,-593,-227.65,-175.95,287.72,-2.48,,,,
4795,-828,-227.01,-176,287.25,-2.48,,,,
4796,-1187,-226.43,-176.49,287.09,-2.48,,,,
4797,-1541,-226.29,-177.35,287.5,-2.48,,,,
4798,-1747,-226.79,-178.12,288.38,-2.48,,,,
4799,-1733,-227.69,-178.35,289.22,-2.48,,,,
4800,-1504,-228.44,-177.94,289.57,-2.48,,,,
4801,-1143,-228.72,-177.25,289.36,-2.48,,,,
4802,-781,-228.58,-176.65,288.88,-2.48,,,,
4803,-570,-228.22,-176.25,288.35,-2.48,,,,
4804,-591,-227.72,-176.02,287.82,-2.48,,,,
4805,-823,-227.09,-176.07,287.35,-2.48,,,,
4806,-1181,-226.51,-176.56,287.2,-2.48,,,,
4807,-1540,-226.37,-177.42,287.61,-2.48,,,,
4808,-1746,-226.87,-178.19,288.49,-2.48,,,,
4809,-1732,-227.76,-178.42,289.33,-2.48,,,,
4810,-1500,-228.52,-178.02,289.67,-2.48,,,,
4811,-1141,-228.79,-177.32,289.47,-2.48,,,,
4812,-781,-228.65,-176.72,288.98,-2.48,,,,
4813,-566,-228.3,-176.32,288.46,-2.48,,,,
4814,-583,-227.81,-176.1,287.94,-2.48,,,,
4815,-819,-227.17,-176.15,287.47,-2.48,,,,
4816,-1179,-226.6,-176.64,287.31,-2.48,,,,
4817,-1536,-226.45,-177.49,287.72,-2.48,,,,
4818,-1731,-226.95,-178.26,288.59,-2.48,,,,
4819,-1721,-227.84,-178.48,289.42,-2.48,,,,
4820,-1494,-228.59,-178.08,289.76,-2.48,,,,
4821,-1136,-228.86,-177.39,289.56,-2.48,,,,
4822,-775,-228.72,-176.79,289.08,-2.48,,,,
4823,-565,-228.37,-176.39,288.56,-2.48,,,,
4824,-583,-227.87,-176.17,288.03,-2.48,,,,
4825,-819,-227.24,-176.22,287.56,-2.48,,,,
4826,-1178,-226.66,-176.7,287.4,-2.48,,,,
4827,-1534,-226.52,-177.56,287.82,-2.48,,,,
4828,-1732,-227.02,-178.33,288.68,-2.48,,,,
4829,-1721,-227.9,-178.55,289.52,-2.48,,,,
4830,-1492,-228.65,-178.15,289.86,-2.48,,,,
4831,-1135,-228.93,-177.46,289.65,-2.48,,,,
4832,-776,-228.78,-176.86,289.17,-2.48,,,,
4833,-566,-228.43,-176.46,288.65,-2.48,,,,
4834,-583,-227.94,-176.24,288.12,-2.48,,,,
4835,-819,-227.31,-176.28,287.65,-2.48,,,,
4836,-1179,-226.73,-176.77,287.5,-2.48,,,,
4837,-1538,-226.59,-177.63,287.91,-2.48,,,,
4838,-1744,-227.09,-178.4,288.78,-2.48,,,,
4839,-1730,-227.98,-178.63,289.62,-2.48,,,,
4840,-1499,-228.73,-178.22,289.97,-2.48,,,,
4841,-1140,-229.01,-177.53,289.76,-2.48,,,,
4842,-777,-228.86,-176.93,289.28,-2.48,,,,
4843,-565,-228.51,-176.53,288.76,-2.48,,,,
4844,-584,-228.02,-176.31,288.23,-2.48,,,,
4845,-820,-227.39,-176.36,287.76,-2.48,,,,
4846,-1179,-226.81,-176.85,287.61,-2.48,,,,
4847,-1536,-226.67,-177.7,288.02,-2.48,,,,
4848,-1744,-227.17,-178.47,288.89,-2.48,,,,
4849,-1731,-228.06,-178.7,289.73,-2.48,,,,
4850,-1499,-228.81,-178.29,290.08,-2.48,,,,
4851,-1139,-229.09,-177.6,289.87,-2.48,,,,
4852,-779,-228.94,-177,289.39,-2.48,,,,
4853,-567,-228.59,-176.6,288.87,-2.48,,,,
4854,-583,-228.1,-176.38,288.34,-2.48,,,,
4855,-820,-227.47,-176.43,287.87,-2.48,,,,
4856,-1178,-226.89,-176.92,287.71,-2.48,,,,
4857,-1537,-226.75,-177.77,288.13,-2.48,,,,
4858,-1745,-227.25,-178.55,289,-2.48,,,,
4859,-1729,-228.14,-178.77,289.84,-2.48,,,,
4860,-1499,-228.89,-178.37,290.18,-2.48,,,,
4861,-1139,-229.17,-177.67,289.98,-2.48,,,,
4862,-778,-229.02,-177.07,289.49,-2.48,,,,
4863,-566,-228.67,-176.68,288.97,-2.48,,,,
4864,-584,-228.18,-176.45,288.44,-2.48,,,,
4865,-820,-227.54,-176.5,287.97,-2.48,,,,
4866,-1180,-226.97,-176.99,287.82,-2.48,,,,
4867,-1536,-226.82,-177.84,288.23,-2.48,,,,
4868,-1743,-227.32,-178.62,289.1,-2.48,,,,
4869,-1729,-228.21,-178.84,289.94,-2.48,,,,
4870,-1499,-228.97,-178.44,290.28,-2.48,,,,
4871,-1140,-229.24,-177.74,290.08,-2.48,,,,
4872,-777,-229.1,-177.14,289.6,-2.48,,,,
4873,-566,-228.75,-176.75,289.08,-2.48,,,,
4874,-585,-228.25,-176.52,288.55,-2.48,,,,
4875,-819,-227.62,-176.57,288.08,-2.48,,,,
4876,-1179,-227.04,-177.06,287.92,-2.48,,,,
4877,-1537,-226.9,-177.91,288.33,-2.48,,,,
4878,-1731,-227.4,-178.68,289.2,-2.48,,,,
4879,-1720,-228.28,-178.9,290.03,-2.48,,,,
4880,-1492,-229.03,-178.5,290.37,-2.48,,,,
4881,-1136,-229.31,-177.81,290.17,-2.48,,,,
4882,-776,-229.16,-177.21,289.69,-2.48,,,,
4883,-565,-228.81,-176.81,289.16,-2.48,,,,
4884,-584,-228.32,-176.59,288.64,-2.48,,,,
4885,-821,-227.68,-176.64,288.17,-2.48,,,,
4886,-1179,-227.1,-177.12,288.01,-2.48,,,,
4887,-1537,-226.96,-177.98,288.42,-2.48,,,,
4888,-1744,-227.46,-178.75,289.3,-2.48,,,,
4889,-1730,-228.35,-178.98,290.13,-2.48,,,,
4890,-1500,-229.11,-178.57,290.48,-2.48,,,,
4891,-1138,-229.38,-177.88,290.27,-2.48,,,,
4892,-777,-229.24,-177.28,289.79,-2.48,,,,
4893,-565,-228.89,-176.88,289.27,-2.48,,,,
4894,-583,-228.39,-176.66,288.74,-2.48,,,,
4895,-820,-227.76,-176.71,288.27,-2.48,,,,
4896,-1177,-227.18,-177.2,288.11,-2.48,,,,
4897,-1536,-227.04,-178.05,288.53,-2.48,,,,
4898,-1744,-227.54,-178.82,289.4,-2.48,,,,
4899,-1729,-228.43,-179.05,290.24,-2.48,,,,
4900,-1498,-229.18,-178.64,290.58,-2.48,,,,
4901,-1139,-229.46,-177.95,290.38,-2.48,,,,
4902,-778,-229.31,-177.35,289.89,-2.48,,,,
4903,-566,-228.96,-176.95,289.37,-2.48,,,,
4904,-583,-228.47,-176.73,288.84,-2.48,,,,
4905,-819,-227.84,-176.78,288.37,-2.48,,,,
4906,-1178,-227.26,-177.26,288.22,-2.48,,,,
4907,-1537,-227.12,-178.12,288.63,-2.48,,,,
4908,-1744,-227.62,-178.89,289.5,-2.48,,,,
4909,-1730,-228.51,-179.12,290.34,-2.48,,,,
4910,-1500,-229.26,-178.71,290.69,-2.48,,,,
4911,-1141,-229.54,-178.02,290.48,-2.48,,,,
4912,-777,-229.39,-177.42,290,-2.48,,,,
4913,-566,-229.04,-177.02,289.48,-2.48,,,,
4914,-583,-228.55,-176.8,288.95,-2.48,,,,
4915,-819,-227.92,-176.84,288.48,-2.48,,,,
4916,-1180,-227.34,-177.33,288.32,-2.48,,,,
4917,-1536,-227.19,-178.19,288.73,-2.48,,,,
4918,-1744,-227.7,-178.96,289.61,-2.48,,,,
4919,-1731,-228.59,-179.18,290.45,-2.48,,,,
4920,-1498,-229.34,-178.78,290.79,-2.48,,,,
4921,-1140,-229.61,-178.09,290.58,-2.48,,,,
4922,-778,-229.47,-177.49,290.1,-2.48,,,,
4923,-565,-229.12,-177.09,289.58,-2.48,,,,
4924,-584,-228.62,-176.87,289.05,-2.48,,,,
4925,-819,-227.99,-176.91,288.58,-2.48,,,,
4926,-1177,-227.41,-177.4,288.42,-2.48,,,,
4927,-1537,-227.27,-178.25,288.84,-2.48,,,,
4928,-1744,-227.77,-179.03,289.71,-2.48,,,,
4929,-1731,-228.66,-179.25,290.55,-2.48,,,,
4930,-1499,-229.42,-178.85,290.89,-2.48,,,,
4931,-1141,-229.69,-178.16,290.69,-2.48,,,,
4932,-779,-229.55,-177.56,290.2,-2.48,,,,
4933,-572,-229.19,-177.15,289.68,-2.48,,,,
4934,-592,-228.7,-176.93,289.14,-2.48,,,,
4935,-826,-228.06,-176.98,288.67,-2.48,,,,
4936,-1182,-227.48,-177.47,288.51,-2.48,,,,
4937,-1539,-227.34,-178.32,288.93,-2.48,,,,
4938,-1746,-227.84,-179.1,289.8,-2.48,,,,
4939,-1732,-228.73,-179.32,290.64,-2.48,,,,
4940,-1502,-229.48,-178.92,290.99,-2.48,,,,
4941,-1146,-229.76,-178.22,290.78,-2.48,,,,
4942,-791,-229.62,-177.61,290.29,-2.48,,,,
4943,-579,-229.26,-177.21,289.76,-2.48,,,,
4944,-596,-228.76,-176.98,289.23,-2.48,,,,
4945,-832,-228.12,-177.03,288.75,-2.48,,,,
4946,-1188,-227.54,-177.52,288.6,-2.48,,,,
4947,-1546,-227.39,-178.38,289.01,-2.48,,,,
4948,-1750,-227.9,-179.16,289.89,-2.48,,,,
4949,-1735,-228.79,-179.38,290.73,-2.48,,,,
4950,-1505,-229.55,-178.98,291.07,-2.48,,,,
4951,-1150,-229.83,-178.28,290.87,-2.48,,,,
4952,-792,-229.68,-177.67,290.38,-2.48,,,,
4953,-583,-229.32,-177.26,289.85,-2.48,,,,
4954,-600,-228.82,-177.04,289.31,-2.48,,,,
4955,-833,-228.18,-177.09,288.83,-2.48,,,,
4956,-1191,-227.6,-177.58,288.68,-2.48,,,,
4957,-1545,-227.45,-178.44,289.09,-2.48,,,,
4958,-1750,-227.96,-179.22,289.97,-2.48,,,,
4959,-1738,-228.85,-179.44,290.81,-2.48,,,,
4960,-1505,-229.61,-179.04,291.16,-2.48,,,,
4961,-1150,-229.89,-178.34,290.95,-2.48,,,,
4962,-793,-229.74,-177.73,290.46,-2.48,,,,
4963,-583,-229.38,-177.32,289.93,-2.48,,,,
4964,-601,-228.88,-177.09,289.39,-2.48,,,,
4965,-833,-228.24,-177.14,288.92,-2.48,,,,
4966,-1188,-227.66,-177.64,288.76,-2.48,,,,
4967,-1547,-227.51,-178.5,289.18,-2.48,,,,
4968,-1751,-228.02,-179.27,290.05,-2.48,,,,
4969,-1736,-228.91,-179.5,290.9,-2.48,,,,
4970,-1505,-229.67,-179.09,291.24,-2.48,,,,
4971,-1149,-229.95,-178.4,291.03,-2.48,,,,
4972,-795,-229.8,-177.79,290.55,-2.48,,,,
4973,-583,-229.44,-177.38,290.01,-2.48,,,,
4974,-600,-228.94,-177.15,289.47,-2.48,,,,
4975,-834,-228.3,-177.2,289,-2.48,,,,
4976,-1189,-227.72,-177.69,288.84,-2.48,,,,
4977,-1545,-227.57,-178.55,289.26,-2.48,,,,
4978,-1739,-228.07,-179.32,290.13,-2.48,,,,
4979,-1726,-228.96,-179.55,290.96,-2.48,,,,
4980,-1501,-229.71,-179.14,291.31,-2.48,,,,
4981,-1145,-229.99,-178.45,291.1,-2.48,,,,
4982,-790,-229.85,-177.84,290.61,-2.48,,,,
4983,-581,-229.49,-177.43,290.08,-2.48,,,,
4984,-600,-228.98,-177.2,289.54,-2.48,,,,
4985,-833,-228.34,-177.26,289.07,-2.48,,,,
4986,-1189,-227.76,-177.75,288.91,-2.48,,,,
4987,-1544,-227.62,-178.61,289.33,-2.48,,,,
4988,-1751,-228.12,-179.38,290.2,-2.48,,,,
4989,-1734,-229.01,-179.61,291.04,-2.48,,,,
4990,-1504,-229.77,-179.2,291.39,-2.48,,,,
4991,-1149,-230.05,-178.51,291.18,-2.48,,,,
4992,-793,-229.9,-177.9,290.69,-2.48,,,,
4993,-583,-229.54,-177.49,290.16,-2.48,,,,
4994,-599,-229.04,-177.26,289.62,-2.48,,,,
4995,-832,-228.4,-177.31,289.15,-2.48,,,,
4996,-1191,-227.82,-177.8,288.99,-2.48,,,,
4997,-1546,-227.68,-178.66,289.41,-2.48,,,,
4998,-1750,-228.18,-179.44,290.28,-2.48,,,,
4999,-1734,-229.07,-179.66,291.12,-2.48,,,,
5000,-1505,-229.83,-179.26,291.47,-2.48,,,,
5001,-1150,-230.11,-178.56,291.26,-2.48,,,,
5002,-793,-229.96,-177.95,290.77,-2.48,,,,
5003,-583,-229.6,-177.54,290.24,-2.48,,,,
5004,-601,-229.1,-177.32,289.7,-2.48,,,,
5005,-834,-228.46,-177.37,289.23,-2.48,,,,
5006,-1189,-227.87,-177.86,289.07,-2.48,,,,
5007,-1547,-227.73,-178.72,289.49,-2.48,,,,
5008,-1750,-228.23,-179.5,290.36,-2.48,,,,
5009,-1734,-229.13,-179.72,291.2,-2.48,,,,
5010,-1506,-229.88,-179.31,291.55,-2.48,,,,
5011,-1149,-230.16,-178.62,291.34,-2.48,,,,
5012,-793,-230.02,-178.01,290.85,-2.48,,,,
5013,-582,-229.66,-177.6,290.32,-2.48,,,,
5014,-599,-229.16,-177.37,289.78,-2.48,,,,
5015,-833,-228.51,-177.42,289.31,-2.48,,,,
5016,-1188,-227.93,-177.92,289.15,-2.48,,,,
5017,-1547,-227.79,-178.78,289.57,-2.48,,,,
5018,-1751,-228.29,-179.55,290.44,-2.48,,,,
5019,-1732,-229.18,-179.78,291.28,-2.48,,,,
5020,-1505,-229.94,-179.37,291.63,-2.48,,,,
5021,-1151,-230.22,-178.67,291.42,-2.48,,,,
5022,-792,-230.07,-178.06,290.93,-2.48,,,,
5023,-583,-229.72,-177.66,290.4,-2.48,,,,
5024,-598,-229.21,-177.43,289.86,-2.48,,,,
5025,-836,-228.57,-177.48,289.38,-2.48,,,,
5026,-1191,-227.99,-177.97,289.23,-2.48,,,,
5027,-1545,-227.84,-178.83,289.64,-2.48,,,,
5028,-1752,-228.35,-179.61,290.52,-2.48,,,,
5029,-1734,-229.24,-179.83,291.36,-2.48,,,,
5030,-1502,-229.99,-179.43,291.7,-2.48,,,,
5031,-1147,-230.27,-178.73,291.5,-2.48,,,,
5032,-790,-230.13,-178.12,291.01,-2.48,,,,
5033,-575,-229.77,-177.72,290.48,-2.48,,,,
5034,-589,-229.27,-177.49,289.95,-2.48,,,,
5035,-827,-228.64,-177.54,289.48,-2.48,,,,
5036,-1184,-228.06,-178.03,289.32,-2.48,,,,
5037,-1541,-227.91,-178.89,289.73,-2.48,,,,
5038,-1747,-228.41,-179.66,290.61,-2.48,,,,
5039,-1730,-229.3,-179.89,291.45,-2.48,,,,
5040,-1500,-230.06,-179.48,291.79,-2.48,,,,
5041,-1142,-230.33,-178.79,291.58,-2.48,,,,
5042,-778,-230.19,-178.19,291.1,-2.48,,,,
5043,-566,-229.84,-177.79,290.57,-2.48,,,,
5044,-586,-229.34,-177.56,290.05,-2.48,,,,
5045,-822,-228.71,-177.61,289.57,-2.48,,,,
5046,-1180,-228.13,-178.1,289.42,-2.48,,,,
5047,-1537,-227.98,-178.95,289.83,-2.48,,,,
5048,-1744,-228.48,-179.73,290.7,-2.48,,,,
5049,-1730,-229.37,-179.95,291.54,-2.48,,,,
5050,-1498,-230.12,-179.55,291.88,-2.48,,,,
5051,-1139,-230.4,-178.86,291.67,-2.48,,,,
5052,-779,-230.26,-178.25,291.19,-2.48,,,,
5053,-565,-229.9,-177.85,290.67,-2.48,,,,
5054,-583,-229.41,-177.63,290.14,-2.48,,,,
5055,-821,-228.78,-177.68,289.67,-2.48,,,,
5056,-1178,-228.2,-178.16,289.51,-2.48,,,,
5057,-1538,-228.05,-179.02,289.92,-2.48,,,,
5058,-1745,-228.55,-179.79,290.8,-2.48,,,,
5059,-1729,-229.44,-180.02,291.63,-2.48,,,,
5060,-1499,-230.2,-179.61,291.98,-2.48,,,,
5061,-1140,-230.47,-178.92,291.77,-2.48,,,,
5062,-776,-230.33,-178.32,291.29,-2.48,,,,
5063,-565,-229.97,-177.92,290.76,-2.48,,,,
5064,-583,-229.48,-177.7,290.24,-2.48,,,,
5065,-820,-228.85,-177.74,289.76,-2.48,,,,
5066,-1179,-228.27,-178.23,289.61,-2.48,,,,
5067,-1536,-228.12,-179.08,290.02,-2.48,,,,
5068,-1744,-228.63,-179.86,290.89,-2.48,,,,
5069,-1729,-229.51,-180.08,291.73,-2.48,,,,
5070,-1498,-230.27,-179.68,292.07,-2.48,,,,
5071,-1139,-230.54,-178.98,291.86,-2.48,,,,
5072,-777,-230.4,-178.38,291.38,-2.48,,,,
5073,-565,-230.04,-177.98,290.86,-2.48,,,,
5074,-585,-229.55,-177.76,290.33,-2.48,,,,
5075,-819,-228.92,-177.81,289.86,-2.48,,,,
5076,-1179,-228.34,-178.29,289.7,-2.48,,,,
5077,-1537,-228.19,-179.15,290.11,-2.48,,,,
5078,-1744,-228.69,-179.92,290.99,-2.47,,,,
5079,-1729,-229.58,-180.14,291.82,-2.48,,,,
5080,-1497,-230.33,-179.74,292.16,-2.48,,,,
5081,-1135,-230.61,-179.05,291.96,-2.48,,,,
5082,-779,-230.46,-178.45,291.47,-2.48,,,,
5083,-562,-230.11,-178.05,290.95,-2.48,,,,
5084,-579,-229.62,-177.83,290.43,-2.48,,,,
5085,-819,-228.99,-177.87,289.95,-2.48,,,,
5086,-1179,-228.41,-178.36,289.8,-2.48,,,,
5087,-1542,-228.26,-179.22,290.21,-2.48,,,,
5088,-1740,-228.76,-179.99,291.08,-2.47,,,,
5089,-1734,-229.66,-180.21,291.92,-2.48,,,,
5090,-1494,-230.4,-179.81,292.26,-2.48,,,,
5091,-1143,-230.68,-179.12,292.05,-2.48,,,,
5092,-781,-230.54,-178.51,291.57,-2.48,,,,
5093,-568,-230.18,-178.11,291.05,-2.48,,,,
5094,-577,-229.69,-177.89,290.52,-2.48,,,,
5095,-812,-229.06,-177.93,290.05,-2.48,,,,
5096,-1184,-228.48,-178.42,289.89,-2.48,,,,
5097,-1540,-228.34,-179.28,290.31,-2.48,,,,
5098,-1748,-228.84,-180.05,291.18,-2.47,,,,
5099,-1733,-229.73,-180.28,292.02,-2.48,,,,
5100,-1502,-230.48,-179.87,292.37,-2.48,,,,
5101,-1140,-230.76,-179.18,292.16,-2.48,,,,
5102,-777,-230.62,-178.58,291.68,-2.48,,,,
5103,-566,-230.26,-178.18,291.15,-2.48,,,,
5104,-583,-229.77,-177.96,290.62,-2.48,,,,
5105,-822,-229.13,-178,290.15,-2.48,,,,
5106,-1181,-228.55,-178.49,289.99,-2.48,,,,
5107,-1537,-228.41,-179.34,290.41,-2.48,,,,
5108,-1746,-228.91,-180.12,291.28,-2.47,,,,
5109,-1730,-229.8,-180.34,292.12,-2.48,,,,
5110,-1498,-230.55,-179.94,292.46,-2.48,,,,
5111,-1141,-230.83,-179.24,292.25,-2.48,,,,
5112,-778,-230.68,-178.64,291.77,-2.48,,,,
5113,-566,-230.33,-178.24,291.24,-2.48,,,,
5114,-585,-229.84,-178.02,290.71,-2.48,,,,
5115,-821,-229.2,-178.07,290.24,-2.48,,,,
5116,-1180,-228.62,-178.55,290.08,-2.48,,,,
5117,-1537,-228.48,-179.41,290.5,-2.48,,,,
5118,-1744,-228.98,-180.18,291.37,-2.47,,,,
5119,-1731,-229.87,-180.4,292.21,-2.48,,,,
5120,-1500,-230.62,-180,292.55,-2.48,,,,
5121,-1143,-230.9,-179.3,292.34,-2.48,,,,
5122,-785,-230.75,-178.7,291.86,-2.48,,,,
5123,-570,-230.4,-178.3,291.33,-2.48,,,,
5124,-587,-229.9,-178.07,290.8,-2.48,,,,
5125,-826,-229.26,-178.12,290.32,-2.48,,,,
5126,-1184,-228.68,-178.61,290.17,-2.48,,,,
5127,-1541,-228.54,-179.47,290.58,-2.48,,,,
5128,-1748,-229.04,-180.24,291.46,-2.47,,,,
5129,-1733,-229.93,-180.46,292.29,-2.48,,,,
5130,-1503,-230.69,-180.06,292.64,-2.48,,,,
5131,-1144,-230.96,-179.36,292.43,-2.48,,,,
5132,-789,-230.82,-178.76,291.94,-2.48,,,,
5133,-579,-230.46,-178.35,291.41,-2.48,,,,
5134,-599,-229.96,-178.12,290.87,-2.48,,,,
5135,-834,-229.31,-178.17,290.4,-2.48,,,,
5136,-1189,-228.73,-178.66,290.24,-2.48,,,,
5137,-1546,-228.59,-179.52,290.65,-2.48,,,,
5138,-1750,-229.09,-180.3,291.53,-2.47,,,,
5139,-1735,-229.98,-180.52,292.37,-2.48,,,,
5140,-1506,-230.74,-180.12,292.71,-2.48,,,,
5141,-1149,-231.02,-179.42,292.51,-2.48,,,,
5142,-792,-230.87,-178.81,292.02,-2.48,,,,
5143,-583,-230.51,-178.4,291.48,-2.48,,,,
5144,-600,-230.01,-178.17,290.94,-2.48,,,,
5145,-834,-229.37,-178.22,290.47,-2.48,,,,
5146,-1189,-228.78,-178.71,290.31,-2.48,,,,
5147,-1547,-228.64,-179.57,290.73,-2.48,,,,
5148,-1750,-229.14,-180.35,291.6,-2.47,,,,
5149,-1727,-230.03,-180.57,292.44,-2.48,,,,
5150,-1498,-230.78,-180.17,292.78,-2.48,,,,
5151,-1146,-231.06,-179.47,292.57,-2.48,,,,
5152,-791,-230.91,-178.86,292.08,-2.48,,,,
5153,-581,-230.55,-178.46,291.55,-2.48,,,,
5154,-599,-230.05,-178.23,291.01,-2.48,,,,
5155,-832,-229.41,-178.28,290.54,-2.48,,,,
5156,-1190,-228.83,-178.77,290.38,-2.48,,,,
5157,-1544,-228.68,-179.63,290.79,-2.48,,,,
5158,-1734,-229.18,-180.4,291.66,-2.47,,,,
5159,-1717,-230.06,-180.62,292.49,-2.48,,,,
5160,-1493,-230.81,-180.21,292.83,-2.48,,,,
5161,-1140,-231.08,-179.52,292.62,-2.48,,,,
5162,-787,-230.94,-178.91,292.13,-2.48,,,,
5163,-579,-230.58,-178.51,291.6,-2.48,,,,
5164,-600,-230.08,-178.28,291.06,-2.48,,,,
5165,-832,-229.43,-178.33,290.59,-2.48,,,,
5166,-1190,-228.85,-178.82,290.43,-2.48,,,,
5167,-1545,-228.71,-179.68,290.85,-2.48,,,,
5168,-1849,-229.25,-180.5,291.78,-2.47,,,,
5169,-1695,-230.11,-180.72,292.6,-2.48,,,,
5170,-1474,-230.85,-180.32,292.93,-2.48,,,,
5171,-1128,-231.12,-179.63,292.72,-2.48,,,,
5172,-780,-230.98,-179.03,292.24,-2.48,,,,
5173,-567,-230.62,-178.63,291.71,-2.48,,,,
5174,-585,-230.13,-178.4,291.18,-2.48,,,,
5175,-825,-229.49,-178.45,290.71,-2.48,,,,
5176,-1183,-228.91,-178.94,290.55,-2.48,,,,
5177,-1541,-228.77,-179.8,290.97,-2.48,,,,
5178,-1848,-229.3,-180.62,291.9,-2.47,,,,
5179,-1692,-230.17,-180.84,292.71,-2.48,,,,
5180,-1474,-230.91,-180.44,293.05,-2.48,,,,
5181,-1124,-231.18,-179.75,292.84,-2.48,,,,
5182,-769,-231.03,-179.16,292.36,-2.48,,,,
5183,-562,-230.68,-178.76,291.84,-2.48,,,,
5184,-584,-230.19,-178.53,291.31,-2.48,,,,
5185,-818,-229.55,-178.58,290.84,-2.48,,,,
5186,-1174,-228.98,-179.07,290.68,-2.48,,,,
5187,-1532,-228.83,-179.91,291.09,-2.48,,,,
5188,-1741,-229.33,-180.69,291.96,-2.47,,,,
5189,-1729,-230.22,-180.91,292.79,-2.48,,,,
5190,-1496,-230.97,-180.5,293.14,-2.48,,,,
5191,-1139,-231.24,-179.81,292.93,-2.48,,,,
5192,-777,-231.1,-179.21,292.44,-2.48,,,,
5193,-567,-230.74,-178.81,291.92,-2.48,,,,
5194,-586,-230.25,-178.58,291.39,-2.48,,,,
5195,-822,-229.61,-178.63,290.92,-2.48,,,,
5196,-1181,-229.03,-179.12,290.76,-2.48,,,,
5197,-1538,-228.89,-179.97,291.17,-2.48,,,,
5198,-1860,-229.43,-180.81,292.11,-2.47,,,,
5199,-1724,-230.32,-181.03,292.95,-2.48,,,,
5200,-1539,-231.09,-180.61,293.3,-2.48,,,,
5201,-1164,-231.38,-179.91,293.09,-2.48,,,,
5202,-788,-231.23,-179.3,292.6,-2.48,,,,
5203,-589,-230.87,-178.89,292.06,-2.48,,,,
5204,-619,-230.35,-178.66,291.52,-2.48,,,,
5205,-849,-229.7,-178.71,291.03,-2.48,,,,
5206,-1187,-229.12,-179.2,290.88,-2.48,,,,
5207,-1455,-228.98,-180,291.26,-2.48,,,,
5208,-1704,-229.46,-180.75,292.1,-2.47,,,,
5209,-1789,-230.39,-180.99,292.98,-2.48,,,,
5210,-1518,-231.15,-180.58,293.32,-2.48,,,,
5211,-1147,-231.43,-179.88,293.11,-2.48,,,,
5212,-806,-231.28,-179.26,292.62,-2.48,,,,
5213,-603,-230.91,-178.85,292.07,-2.48,,,,
5214,-609,-230.4,-178.61,291.53,-2.48,,,,
5215,-844,-229.76,-178.67,291.05,-2.48,,,,
5216,-1205,-229.17,-179.17,290.89,-2.48,,,,
5217,-1449,-229.02,-179.96,291.27,-2.48,,,,
5218,-1701,-229.51,-180.72,292.12,-2.47,,,,
5219,-1785,-230.43,-180.95,292.98,-2.48,,,,
5220,-1537,-231.2,-180.54,293.34,-2.48,,,,
5221,-1166,-231.49,-179.83,293.13,-2.48,,,,
5222,-807,-231.34,-179.21,292.64,-2.48,,,,
5223,-600,-230.98,-178.79,292.09,-2.48,,,,
5224,-624,-230.46,-178.56,291.54,-2.48,,,,
5225,-859,-229.8,-178.61,291.05,-2.48,,,,
5226,-1207,-229.21,-179.12,290.89,-2.48,,,,
5227,-1448,-229.07,-179.91,291.27,-2.48,,,,
5228,-1672,-229.54,-180.65,292.1,-2.47,,,,
5229,-1799,-230.47,-180.88,292.98,-2.48,,,,
5230,-1539,-231.24,-180.47,293.33,-2.48,,,,
5231,-1166,-231.53,-179.77,293.12,-2.48,,,,
5232,-816,-231.38,-179.14,292.63,-2.48,,,,
5233,-617,-231.01,-178.71,292.07,-2.48,,,,
5234,-642,-230.48,-178.48,291.51,-2.48,,,,
5235,-869,-229.82,-178.53,291.02,-2.48,,,,
5236,-1195,-229.23,-179.03,290.86,-2.48,,,,
5237,-1478,-229.09,-179.85,291.25,-2.48,,,,
