Samp,Signal,I,Q,R,Phi,,,,
5238,-1695,-229.57,-180.59,292.09,-2.48,,,,
5239,-1815,-230.51,-180.83,292.98,-2.48,,,,
5240,-1469,-231.24,-180.43,293.31,-2.48,,,,
5241,-1129,-231.52,-179.75,293.1,-2.48,,,,
5242,-890,-231.37,-179.07,292.57,-2.48,,,,
5243,-669,-230.98,-178.62,291.99,-2.48,,,,
5244,-593,-230.48,-178.4,291.45,-2.48,,,,
5245,-834,-229.84,-178.44,290.98,-2.48,,,,
5246,-1270,-229.22,-178.98,290.82,-2.48,,,,
5247,-1530,-229.08,-179.83,291.23,-2.48,,,,
5248,-1793,-229.6,-180.63,292.13,-2.48,,,,
5249,-1704,-230.47,-180.84,292.95,-2.48,,,,
5250,-1499,-231.22,-180.44,293.29,-2.48,,,,
5251,-1153,-231.5,-179.74,293.08,-2.48,,,,
5252,-799,-231.36,-179.12,292.59,-2.48,,,,
5253,-590,-230.99,-178.71,292.05,-2.48,,,,
5254,-625,-230.47,-178.48,291.5,-2.48,,,,
5255,-861,-229.81,-178.53,291.01,-2.48,,,,
5256,-1211,-229.22,-179.04,290.86,-2.48,,,,
5257,-1559,-229.08,-179.9,291.28,-2.48,,,,
5258,-1808,-229.6,-180.71,292.19,-2.47,,,,
5259,-1710,-230.48,-180.93,293.01,-2.48,,,,
5260,-1478,-231.22,-180.53,293.35,-2.48,,,,
5261,-1132,-231.49,-179.84,293.14,-2.48,,,,
5262,-791,-231.35,-179.23,292.65,-2.48,,,,
5263,-587,-230.98,-178.82,292.11,-2.48,,,,
5264,-597,-230.48,-178.59,291.57,-2.48,,,,
5265,-832,-229.84,-178.64,291.1,-2.48,,,,
5266,-1198,-229.25,-179.13,290.94,-2.48,,,,
5267,-1551,-229.11,-180,291.36,-2.48,,,,
5268,-1859,-229.65,-180.83,292.3,-2.47,,,,
5269,-1689,-230.52,-181.04,293.11,-2.48,,,,
5270,-1477,-231.25,-180.64,293.45,-2.48,,,,
5271,-1133,-231.53,-179.95,293.24,-2.48,,,,
5272,-773,-231.38,-179.35,292.75,-2.48,,,,
5273,-561,-231.03,-178.96,292.23,-2.48,,,,
5274,-587,-230.53,-178.73,291.7,-2.48,,,,
5275,-825,-229.9,-178.78,291.23,-2.48,,,,
5276,-1177,-229.32,-179.26,291.07,-2.48,,,,
5277,-1545,-229.17,-180.12,291.49,-2.48,,,,
5278,-1856,-229.71,-180.95,292.42,-2.47,,,,
5279,-1688,-230.58,-181.17,293.24,-2.48,,,,
5280,-1463,-231.31,-180.77,293.56,-2.48,,,,
5281,-1106,-231.57,-180.09,293.36,-2.48,,,,
5282,-748,-231.43,-179.51,292.88,-2.48,,,,
5283,-557,-231.07,-179.11,292.36,-2.48,,,,
5284,-616,-230.56,-178.88,291.82,-2.48,,,,
5285,-845,-229.91,-178.93,291.34,-2.48,,,,
5286,-1131,-229.35,-179.4,291.18,-2.48,,,,
5287,-1514,-229.21,-180.23,291.58,-2.48,,,,
5288,-1845,-229.74,-181.06,292.51,-2.47,,,,
5289,-1760,-230.65,-181.29,293.37,-2.48,,,,
5290,-1413,-231.35,-180.9,293.68,-2.48,,,,
5291,-1074,-231.6,-180.24,293.47,-2.48,,,,
5292,-816,-231.46,-179.61,292.97,-2.48,,,,
5293,-601,-231.09,-179.19,292.42,-2.48,,,,
5294,-565,-230.61,-178.97,291.91,-2.48,,,,
5295,-810,-229.98,-179.02,291.44,-2.48,,,,
5296,-1199,-229.39,-179.51,291.28,-2.48,,,,
5297,-1457,-229.25,-180.32,291.66,-2.48,,,,
5298,-1803,-229.77,-181.12,292.57,-2.47,,,,
5299,-1732,-230.66,-181.34,293.41,-2.48,,,,
5300,-1516,-231.42,-180.93,293.75,-2.48,,,,
5301,-1146,-231.7,-180.24,293.54,-2.48,,,,
5302,-777,-231.55,-179.64,293.06,-2.48,,,,
5303,-576,-231.19,-179.23,292.53,-2.48,,,,
5304,-611,-230.68,-179,291.98,-2.48,,,,
5305,-844,-230.03,-179.05,291.5,-2.48,,,,
5306,-1185,-229.45,-179.54,291.35,-2.48,,,,
5307,-1446,-229.31,-180.34,291.72,-2.48,,,,
5308,-1691,-229.79,-181.08,292.56,-2.47,,,,
5309,-1789,-230.71,-181.31,293.43,-2.48,,,,
5310,-1524,-231.48,-180.91,293.78,-2.48,,,,
5311,-1152,-231.76,-180.21,293.57,-2.48,,,,
5312,-808,-231.61,-179.59,293.08,-2.48,,,,
5313,-604,-231.24,-179.17,292.53,-2.48,,,,
5314,-615,-230.73,-178.93,291.98,-2.48,,,,
5315,-846,-230.08,-178.99,291.5,-2.48,,,,
5316,-1210,-229.49,-179.49,291.34,-2.48,,,,
5317,-1447,-229.34,-180.28,291.72,-2.48,,,,
5318,-1690,-229.82,-181.03,292.56,-2.47,,,,
5319,-1792,-230.75,-181.26,293.43,-2.48,,,,
5320,-1542,-231.53,-180.85,293.79,-2.48,,,,
5321,-1169,-231.81,-180.14,293.58,-2.48,,,,
5322,-811,-231.67,-179.52,293.08,-2.48,,,,
5323,-606,-231.3,-179.1,292.53,-2.48,,,,
5324,-630,-230.78,-178.86,291.98,-2.48,,,,
5325,-862,-230.12,-178.92,291.49,-2.48,,,,
5326,-1213,-229.52,-179.42,291.33,-2.48,,,,
5327,-1451,-229.38,-180.22,291.71,-2.48,,,,
5328,-1671,-229.85,-180.96,292.54,-2.47,,,,
5329,-1792,-230.78,-181.19,293.41,-2.48,,,,
5330,-1561,-231.57,-180.78,293.77,-2.48,,,,
5331,-1184,-231.86,-180.06,293.56,-2.48,,,,
5332,-774,-231.71,-179.46,293.08,-2.48,,,,
5333,-578,-231.35,-179.05,292.55,-2.48,,,,
5334,-681,-230.8,-178.81,291.96,-2.48,,,,
5335,-902,-230.12,-178.87,291.46,-2.48,,,,
5336,-1159,-229.55,-179.35,291.3,-2.48,,,,
5337,-1503,-229.4,-180.18,291.7,-2.48,,,,
5338,-1711,-229.89,-180.94,292.55,-2.47,,,,
5339,-1813,-230.83,-181.18,293.44,-2.48,,,,
5340,-1498,-231.58,-180.77,293.78,-2.48,,,,
5341,-1151,-231.86,-180.07,293.57,-2.48,,,,
5342,-846,-231.71,-179.43,293.06,-2.48,,,,
5343,-622,-231.34,-179,292.5,-2.48,,,,
5344,-617,-230.82,-178.77,291.95,-2.48,,,,
5345,-853,-230.17,-178.82,291.47,-2.48,,,,
5346,-1237,-229.57,-179.34,291.31,-2.48,,,,
5347,-1557,-229.42,-180.2,291.73,-2.48,,,,
5348,-1842,-229.96,-181.02,292.66,-2.47,,,,
5349,-1712,-230.84,-181.24,293.49,-2.48,,,,
5350,-1509,-231.59,-180.84,293.83,-2.48,,,,
5351,-1147,-231.87,-180.14,293.62,-2.48,,,,
5352,-796,-231.73,-179.53,293.13,-2.48,,,,
5353,-589,-231.36,-179.11,292.59,-2.48,,,,
5354,-619,-230.85,-178.88,292.04,-2.48,,,,
5355,-852,-230.19,-178.94,291.56,-2.48,,,,
5356,-1212,-229.6,-179.44,291.4,-2.48,,,,
5357,-1564,-229.46,-180.31,291.82,-2.48,,,,
5358,-1846,-229.99,-181.13,292.76,-2.47,,,,
5359,-1712,-230.87,-181.35,293.58,-2.48,,,,
5360,-1482,-231.61,-180.95,293.92,-2.48,,,,
5361,-1131,-231.89,-180.26,293.71,-2.48,,,,
5362,-782,-231.74,-179.66,293.22,-2.48,,,,
5363,-578,-231.38,-179.25,292.69,-2.48,,,,
5364,-595,-230.88,-179.02,292.15,-2.48,,,,
5365,-828,-230.24,-179.07,291.68,-2.48,,,,
5366,-1190,-229.66,-179.56,291.52,-2.48,,,,
5367,-1550,-229.51,-180.42,291.94,-2.48,,,,
5368,-1863,-230.06,-181.26,292.88,-2.47,,,,
5369,-1686,-230.92,-181.47,293.69,-2.48,,,,
5370,-1474,-231.65,-181.07,294.02,-2.48,,,,
5371,-1126,-231.92,-180.38,293.82,-2.48,,,,
5372,-765,-231.78,-179.79,293.34,-2.48,,,,
5373,-554,-231.43,-179.4,292.82,-2.48,,,,
5374,-577,-230.94,-179.17,292.29,-2.48,,,,
5375,-814,-230.31,-179.22,291.82,-2.48,,,,
5376,-1176,-229.73,-179.7,291.66,-2.48,,,,
5377,-1528,-229.58,-180.55,292.07,-2.48,,,,
5378,-1848,-230.12,-181.37,293.01,-2.47,,,,
5379,-1672,-230.98,-181.58,293.81,-2.48,,,,
5380,-1520,-231.74,-181.18,294.16,-2.48,,,,
5381,-1153,-232.02,-180.48,293.95,-2.48,,,,
5382,-712,-231.87,-179.92,293.49,-2.48,,,,
5383,-533,-231.53,-179.53,292.98,-2.48,,,,
5384,-648,-231,-179.29,292.41,-2.48,,,,
5385,-868,-230.34,-179.35,291.93,-2.48,,,,
5386,-1131,-229.77,-179.81,291.77,-2.48,,,,
5387,-1481,-229.63,-180.63,292.16,-2.48,,,,
5388,-1777,-230.14,-181.42,293.05,-2.47,,,,
5389,-1771,-231.05,-181.65,293.91,-2.48,,,,
5390,-1490,-231.8,-181.24,294.25,-2.48,,,,
5391,-1142,-232.07,-180.55,294.04,-2.48,,,,
5392,-803,-231.93,-179.93,293.54,-2.48,,,,
5393,-595,-231.56,-179.52,293,-2.48,,,,
5394,-598,-231.06,-179.29,292.46,-2.48,,,,
5395,-830,-230.42,-179.34,291.98,-2.48,,,,
5396,-1198,-229.83,-179.83,291.83,-2.48,,,,
5397,-1450,-229.69,-180.63,292.21,-2.48,,,,
5398,-1745,-230.19,-181.4,293.08,-2.47,,,,
5399,-1766,-231.1,-181.63,293.93,-2.48,,,,
5400,-1525,-231.87,-181.22,294.28,-2.48,,,,
5401,-1154,-232.15,-180.52,294.07,-2.48,,,,
5402,-792,-232,-179.91,293.58,-2.48,,,,
5403,-587,-231.64,-179.5,293.05,-2.48,,,,
5404,-616,-231.12,-179.27,292.5,-2.48,,,,
5405,-849,-230.47,-179.32,292.01,-2.48,,,,
5406,-1194,-229.89,-179.81,291.86,-2.48,,,,
5407,-1445,-229.74,-180.61,292.23,-2.48,,,,
5408,-1681,-230.22,-181.35,293.07,-2.47,,,,
5409,-1791,-231.14,-181.58,293.94,-2.48,,,,
5410,-1527,-231.91,-181.17,294.29,-2.48,,,,
5411,-1155,-232.19,-180.47,294.08,-2.48,,,,
5412,-811,-232.04,-179.85,293.58,-2.48,,,,
5413,-604,-231.68,-179.43,293.03,-2.48,,,,
5414,-618,-231.16,-179.2,292.48,-2.48,,,,
5415,-852,-230.51,-179.25,292,-2.48,,,,
5416,-1211,-229.92,-179.75,291.84,-2.48,,,,
5417,-1446,-229.77,-180.55,292.22,-2.48,,,,
5418,-1682,-230.25,-181.29,293.05,-2.47,,,,
5419,-1794,-231.18,-181.52,293.93,-2.48,,,,
5420,-1544,-231.95,-181.11,294.28,-2.48,,,,
5421,-1173,-232.24,-180.4,294.07,-2.48,,,,
5422,-823,-232.09,-179.77,293.57,-2.48,,,,
5423,-615,-231.72,-179.34,293.02,-2.48,,,,
5424,-615,-231.21,-179.11,292.47,-2.48,,,,
5425,-848,-230.56,-179.16,291.99,-2.48,,,,
5426,-1268,-229.94,-179.7,291.83,-2.48,,,,
5427,-1477,-229.8,-180.51,292.22,-2.48,,,,
5428,-1686,-230.28,-181.25,293.05,-2.47,,,,
5429,-1727,-231.16,-181.48,293.89,-2.48,,,,
5430,-1593,-231.97,-181.05,294.26,-2.48,,,,
5431,-1213,-232.27,-180.32,294.05,-2.48,,,,
5432,-764,-232.13,-179.73,293.57,-2.48,,,,
5433,-567,-231.77,-179.33,293.05,-2.48,,,,
5434,-664,-231.23,-179.09,292.47,-2.48,,,,
5435,-883,-230.56,-179.15,291.97,-2.48,,,,
5436,-1204,-229.97,-179.64,291.82,-2.48,,,,
5437,-1541,-229.82,-180.5,292.23,-2.48,,,,
5438,-1734,-230.32,-181.27,293.09,-2.47,,,,
5439,-1764,-231.23,-181.5,293.95,-2.48,,,,
5440,-1502,-231.98,-181.09,294.29,-2.48,,,,
5441,-1146,-232.26,-180.39,294.08,-2.48,,,,
5442,-809,-232.11,-179.77,293.59,-2.48,,,,
5443,-595,-231.75,-179.36,293.04,-2.48,,,,
5444,-597,-231.24,-179.13,292.51,-2.48,,,,
5445,-834,-230.6,-179.18,292.03,-2.48,,,,
5446,-1207,-230.01,-179.68,291.87,-2.48,,,,
5447,-1546,-229.87,-180.54,292.29,-2.48,,,,
5448,-1840,-230.4,-181.36,293.22,-2.47,,,,
5449,-1695,-231.27,-181.57,294.03,-2.48,,,,
5450,-1489,-232.01,-181.17,294.37,-2.48,,,,
5451,-1137,-232.29,-180.48,294.16,-2.48,,,,
5452,-780,-232.14,-179.88,293.67,-2.48,,,,
5453,-573,-231.78,-179.47,293.14,-2.48,,,,
5454,-604,-231.28,-179.24,292.6,-2.48,,,,
5455,-839,-230.63,-179.29,292.12,-2.48,,,,
5456,-1185,-230.05,-179.78,291.96,-2.48,,,,
5457,-1551,-229.9,-180.64,292.38,-2.48,,,,
5458,-1847,-230.44,-181.47,293.31,-2.47,,,,
5459,-1697,-231.31,-181.68,294.13,-2.48,,,,
5460,-1469,-232.04,-181.28,294.46,-2.48,,,,
5461,-1124,-232.31,-180.6,294.25,-2.48,,,,
5462,-781,-232.17,-179.99,293.77,-2.48,,,,
5463,-575,-231.81,-179.59,293.24,-2.48,,,,
5464,-589,-231.31,-179.36,292.7,-2.48,,,,
5465,-825,-230.67,-179.41,292.23,-2.48,,,,
5466,-1189,-230.09,-179.9,292.07,-2.48,,,,
5467,-1552,-229.94,-180.76,292.49,-2.48,,,,
5468,-1868,-230.49,-181.6,293.43,-2.47,,,,
5469,-1684,-231.35,-181.81,294.24,-2.48,,,,
5470,-1457,-232.08,-181.41,294.57,-2.48,,,,
5471,-1116,-232.34,-180.73,294.36,-2.48,,,,
5472,-795,-232.2,-180.12,293.87,-2.48,,,,
5473,-591,-231.83,-179.71,293.33,-2.48,,,,
5474,-549,-231.36,-179.49,292.82,-2.48,,,,
5475,-796,-230.74,-179.53,292.35,-2.48,,,,
5476,-1251,-230.13,-180.05,292.2,-2.48,,,,
5477,-1510,-229.99,-180.89,292.6,-2.48,,,,
5478,-1836,-230.52,-181.71,293.52,-2.47,,,,
5479,-1661,-231.37,-181.92,294.32,-2.48,,,,
5480,-1531,-232.14,-181.5,294.67,-2.48,,,,
5481,-1154,-232.42,-180.8,294.46,-2.48,,,,
5482,-745,-232.27,-180.22,293.99,-2.48,,,,
5483,-564,-231.92,-179.82,293.46,-2.48,,,,
5484,-624,-231.4,-179.59,292.91,-2.48,,,,
5485,-851,-230.74,-179.64,292.43,-2.48,,,,
5486,-1186,-230.16,-180.13,292.27,-2.48,,,,
5487,-1461,-230.02,-180.93,292.65,-2.48,,,,
5488,-1802,-230.54,-181.74,293.56,-2.47,,,,
5489,-1741,-231.43,-181.96,294.4,-2.48,,,,
5490,-1494,-232.18,-181.56,294.74,-2.48,,,,
5491,-1139,-232.45,-180.86,294.53,-2.48,,,,
5492,-804,-232.31,-180.24,294.03,-2.48,,,,
5493,-597,-231.94,-179.83,293.49,-2.48,,,,
5494,-601,-231.44,-179.6,292.95,-2.48,,,,
5495,-838,-230.79,-179.65,292.47,-2.48,,,,
5496,-1196,-230.2,-180.14,292.31,-2.48,,,,
5497,-1451,-230.06,-180.94,292.69,-2.48,,,,
5498,-1792,-230.58,-181.74,293.59,-2.47,,,,
5499,-1731,-231.47,-181.96,294.43,-2.48,,,,
5500,-1513,-232.23,-181.55,294.77,-2.48,,,,
5501,-1152,-232.5,-180.85,294.56,-2.48,,,,
5502,-783,-232.36,-180.25,294.07,-2.48,,,,
5503,-594,-231.99,-179.83,293.53,-2.48,,,,
5504,-622,-231.48,-179.6,292.98,-2.48,,,,
5505,-854,-230.82,-179.65,292.49,-2.48,,,,
5506,-1200,-230.23,-180.15,292.34,-2.48,,,,
5507,-1441,-230.09,-180.94,292.71,-2.48,,,,
5508,-1680,-230.56,-181.68,293.54,-2.47,,,,
5509,-1679,-231.42,-181.89,294.35,-2.48,,,,
5510,-1460,-232.15,-181.49,294.67,-2.48,,,,
5511,-1116,-232.41,-180.81,294.47,-2.48,,,,
5512,-764,-232.27,-180.22,293.99,-2.48,,,,
5513,-559,-231.92,-179.82,293.46,-2.48,,,,
5514,-581,-231.42,-179.6,292.94,-2.48,,,,
5515,-819,-230.79,-179.64,292.46,-2.48,,,,
5516,-1181,-230.21,-180.13,292.31,-2.48,,,,
5517,-1537,-230.06,-180.98,292.72,-2.48,,,,
5518,-1856,-230.6,-181.81,293.66,-2.47,,,,
5519,-1807,-231.54,-182.05,294.54,-2.48,,,,
5520,-1548,-232.32,-181.63,294.89,-2.48,,,,
5521,-1174,-232.61,-180.92,294.68,-2.48,,,,
5522,-816,-232.46,-180.3,294.18,-2.48,,,,
5523,-610,-232.09,-179.87,293.63,-2.48,,,,
5524,-629,-231.57,-179.64,293.08,-2.48,,,,
5525,-860,-230.91,-179.69,292.59,-2.48,,,,
5526,-1213,-230.31,-180.2,292.43,-2.48,,,,
5527,-1451,-230.17,-180.99,292.81,-2.48,,,,
5528,-1788,-230.69,-181.79,293.71,-2.47,,,,
5529,-1759,-231.59,-182.02,294.56,-2.48,,,,
5530,-1512,-232.35,-181.61,294.9,-2.48,,,,
5531,-1146,-232.63,-180.91,294.69,-2.48,,,,
5532,-798,-232.48,-180.3,294.2,-2.48,,,,
5533,-597,-232.11,-179.88,293.66,-2.48,,,,
5534,-618,-231.6,-179.65,293.11,-2.48,,,,
5535,-852,-230.94,-179.7,292.62,-2.48,,,,
5536,-1207,-230.35,-180.2,292.46,-2.48,,,,
5537,-1444,-230.21,-180.99,292.84,-2.48,,,,
5538,-1784,-230.72,-181.79,293.73,-2.47,,,,
5539,-1753,-231.63,-182.01,294.58,-2.48,,,,
5540,-1520,-232.39,-181.6,294.93,-2.48,,,,
5541,-1151,-232.67,-180.91,294.72,-2.48,,,,
5542,-804,-232.52,-180.29,294.23,-2.48,,,,
5543,-599,-232.15,-179.87,293.68,-2.48,,,,
5544,-619,-231.64,-179.64,293.13,-2.48,,,,
5545,-853,-230.98,-179.69,292.65,-2.48,,,,
5546,-1209,-230.39,-180.19,292.49,-2.48,,,,
5547,-1445,-230.25,-180.98,292.86,-2.48,,,,
5548,-1786,-230.76,-181.78,293.76,-2.47,,,,
5549,-1752,-231.66,-182,294.61,-2.48,,,,
5550,-1521,-232.43,-181.59,294.96,-2.48,,,,
5551,-1154,-232.71,-180.89,294.75,-2.48,,,,
5552,-799,-232.56,-180.28,294.25,-2.48,,,,
5553,-600,-232.19,-179.86,293.71,-2.48,,,,
5554,-621,-231.68,-179.63,293.15,-2.48,,,,
5555,-855,-231.02,-179.68,292.67,-2.48,,,,
5556,-1207,-230.43,-180.18,292.51,-2.48,,,,
5557,-1447,-230.28,-180.98,292.89,-2.48,,,,
5558,-1785,-230.8,-181.77,293.78,-2.47,,,,
5559,-1752,-231.7,-182,294.63,-2.48,,,,
5560,-1516,-232.46,-181.59,294.98,-2.48,,,,
5561,-1149,-232.74,-180.89,294.77,-2.48,,,,
5562,-803,-232.59,-180.27,294.27,-2.48,,,,
5563,-599,-232.23,-179.85,293.73,-2.48,,,,
5564,-618,-231.71,-179.62,293.18,-2.48,,,,
5565,-852,-231.06,-179.67,292.69,-2.48,,,,
5566,-1206,-230.47,-180.17,292.53,-2.48,,,,
5567,-1448,-230.32,-180.97,292.91,-2.48,,,,
5568,-1786,-230.84,-181.76,293.81,-2.47,,,,
5569,-1748,-231.74,-181.99,294.65,-2.48,,,,
5570,-1518,-232.5,-181.58,295,-2.48,,,,
5571,-1148,-232.77,-180.88,294.79,-2.48,,,,
5572,-799,-232.63,-180.27,294.3,-2.48,,,,
5573,-597,-232.26,-179.85,293.75,-2.48,,,,
5574,-618,-231.75,-179.62,293.2,-2.48,,,,
5575,-852,-231.09,-179.67,292.72,-2.48,,,,
5576,-1204,-230.5,-180.17,292.56,-2.48,,,,
5577,-1448,-230.36,-180.96,292.94,-2.48,,,,
5578,-1788,-230.87,-181.76,293.83,-2.47,,,,
5579,-1746,-231.77,-181.98,294.68,-2.48,,,,
5580,-1515,-232.53,-181.58,295.03,-2.48,,,,
5581,-1148,-232.81,-180.88,294.82,-2.48,,,,
5582,-801,-232.66,-180.26,294.32,-2.48,,,,
5583,-598,-232.29,-179.84,293.78,-2.48,,,,
5584,-618,-231.78,-179.61,293.23,-2.48,,,,
5585,-850,-231.13,-179.66,292.74,-2.48,,,,
5586,-1204,-230.54,-180.16,292.58,-2.48,,,,
5587,-1448,-230.39,-180.96,292.96,-2.48,,,,
5588,-1681,-230.87,-181.7,293.79,-2.47,,,,
5589,-1788,-231.79,-181.93,294.66,-2.48,,,,
5590,-1534,-232.56,-181.52,295.02,-2.48,,,,
5591,-1162,-232.84,-180.82,294.81,-2.48,,,,
5592,-809,-232.7,-180.19,294.31,-2.48,,,,
5593,-605,-232.33,-179.77,293.76,-2.48,,,,
5594,-623,-231.81,-179.54,293.21,-2.48,,,,
5595,-855,-231.15,-179.59,292.72,-2.48,,,,
5596,-1209,-230.56,-180.09,292.56,-2.48,,,,
5597,-1451,-230.42,-180.89,292.94,-2.48,,,,
5598,-1682,-230.89,-181.63,293.77,-2.48,,,,
5599,-1791,-231.82,-181.87,294.65,-2.48,,,,
5600,-1536,-232.59,-181.45,295,-2.48,,,,
5601,-1163,-232.87,-180.75,294.79,-2.48,,,,
5602,-810,-232.73,-180.13,294.29,-2.48,,,,
5603,-602,-232.36,-179.71,293.75,-2.48,,,,
5604,-622,-231.84,-179.47,293.19,-2.48,,,,
5605,-853,-231.19,-179.53,292.71,-2.48,,,,
5606,-1208,-230.6,-180.03,292.55,-2.48,,,,
5607,-1449,-230.45,-180.83,292.93,-2.48,,,,
5608,-1664,-230.92,-181.56,293.75,-2.48,,,,
5609,-1791,-231.85,-181.79,294.62,-2.48,,,,
5610,-1541,-232.62,-181.38,294.98,-2.48,,,,
5611,-1166,-232.9,-180.67,294.77,-2.48,,,,
5612,-800,-232.76,-180.06,294.27,-2.48,,,,
5613,-596,-232.39,-179.64,293.73,-2.48,,,,
5614,-657,-231.85,-179.4,293.16,-2.48,,,,
5615,-880,-231.18,-179.46,292.66,-2.48,,,,
5616,-1157,-230.61,-179.93,292.5,-2.48,,,,
5617,-1490,-230.47,-180.76,292.89,-2.48,,,,
5618,-1697,-230.95,-181.5,293.74,-2.48,,,,
5619,-1817,-231.89,-181.74,294.62,-2.48,,,,
5620,-1466,-232.62,-181.34,294.95,-2.48,,,,
5621,-1119,-232.88,-180.66,294.74,-2.48,,,,
5622,-852,-232.74,-180.01,294.23,-2.48,,,,
5623,-626,-232.36,-179.58,293.67,-2.48,,,,
5624,-584,-231.87,-179.36,293.14,-2.48,,,,
5625,-822,-231.23,-179.4,292.66,-2.48,,,,
5626,-1207,-230.64,-179.9,292.51,-2.48,,,,
5627,-1537,-230.49,-180.76,292.92,-2.48,,,,
5628,-1825,-231.02,-181.57,293.84,-2.48,,,,
5629,-1690,-231.89,-181.78,294.65,-2.48,,,,
5630,-1482,-232.63,-181.38,294.98,-2.48,,,,
5631,-1133,-232.9,-180.69,294.77,-2.48,,,,
5632,-763,-232.75,-180.1,294.3,-2.48,,,,
5633,-557,-232.4,-179.7,293.77,-2.48,,,,
5634,-593,-231.9,-179.47,293.24,-2.48,,,,
5635,-830,-231.26,-179.52,292.76,-2.48,,,,
5636,-1178,-230.68,-180.01,292.6,-2.48,,,,
5637,-1543,-230.53,-180.87,293.02,-2.48,,,,
5638,-1828,-231.06,-181.68,293.94,-2.48,,,,
5639,-1693,-231.93,-181.89,294.75,-2.48,,,,
5640,-1464,-232.66,-181.5,295.08,-2.48,,,,
5641,-1118,-232.93,-180.81,294.87,-2.48,,,,
5642,-777,-232.78,-180.21,294.39,-2.48,,,,
5643,-564,-232.43,-179.81,293.86,-2.48,,,,
5644,-579,-231.93,-179.59,293.33,-2.48,,,,
5645,-817,-231.3,-179.63,292.86,-2.48,,,,
5646,-1181,-230.72,-180.12,292.7,-2.48,,,,
5647,-1548,-230.57,-180.98,293.12,-2.48,,,,
5648,-1860,-231.12,-181.81,294.06,-2.48,,,,
5649,-1682,-231.98,-182.02,294.86,-2.48,,,,
5650,-1468,-232.71,-181.62,295.19,-2.48,,,,
5651,-1120,-232.97,-180.94,294.99,-2.48,,,,
5652,-769,-232.83,-180.34,294.5,-2.48,,,,
5653,-565,-232.47,-179.94,293.98,-2.48,,,,
5654,-589,-231.97,-179.72,293.45,-2.48,,,,
5655,-826,-231.34,-179.76,292.97,-2.48,,,,
5656,-1181,-230.75,-180.25,292.81,-2.48,,,,
5657,-1548,-230.61,-181.11,293.23,-2.48,,,,
5658,-1860,-231.15,-181.94,294.17,-2.47,,,,
5659,-1681,-232.01,-182.15,294.97,-2.48,,,,
5660,-1488,-232.75,-181.75,295.31,-2.48,,,,
5661,-1135,-233.03,-181.06,295.1,-2.48,,,,
5662,-730,-232.88,-180.49,294.63,-2.48,,,,
5663,-552,-232.53,-180.09,294.12,-2.48,,,,
5664,-665,-231.99,-179.85,293.54,-2.48,,,,
5665,-885,-231.31,-179.91,293.04,-2.48,,,,
5666,-1130,-230.75,-180.37,292.88,-2.48,,,,
5667,-1505,-230.61,-181.2,293.28,-2.48,,,,
5668,-1838,-231.14,-182.02,294.21,-2.47,,,,
5669,-1758,-232.04,-182.25,295.06,-2.48,,,,
5670,-1446,-232.76,-181.85,295.38,-2.48,,,,
5671,-1109,-233.03,-181.18,295.17,-2.48,,,,
5672,-810,-232.88,-180.55,294.67,-2.48,,,,
5673,-601,-232.51,-180.14,294.13,-2.48,,,,
5674,-601,-232.01,-179.91,293.59,-2.48,,,,
5675,-836,-231.36,-179.96,293.11,-2.48,,,,
5676,-1204,-230.77,-180.45,292.95,-2.48,,,,
5677,-1456,-230.63,-181.26,293.33,-2.48,,,,
5678,-1800,-231.15,-182.06,294.23,-2.47,,,,
5679,-1729,-232.03,-182.28,295.07,-2.48,,,,
5680,-1512,-232.79,-181.87,295.41,-2.48,,,,
5681,-1144,-233.07,-181.17,295.2,-2.48,,,,
5682,-781,-232.92,-180.57,294.72,-2.48,,,,
5683,-581,-232.56,-180.16,294.18,-2.48,,,,
5684,-616,-232.05,-179.93,293.63,-2.48,,,,
5685,-849,-231.39,-179.98,293.15,-2.48,,,,
5686,-1193,-230.81,-180.47,292.99,-2.48,,,,
5687,-1447,-230.66,-181.27,293.37,-2.48,,,,
5688,-1792,-231.18,-182.07,294.26,-2.47,,,,
5689,-1750,-232.08,-182.29,295.11,-2.48,,,,
5690,-1509,-232.83,-181.88,295.45,-2.48,,,,
5691,-1140,-233.11,-181.19,295.24,-2.48,,,,
5692,-801,-232.96,-180.57,294.75,-2.48,,,,
5693,-599,-232.6,-180.15,294.2,-2.48,,,,
5694,-614,-232.08,-179.92,293.66,-2.48,,,,
5695,-848,-231.43,-179.97,293.17,-2.48,,,,
5696,-1209,-230.84,-180.48,293.01,-2.48,,,,
5697,-1447,-230.69,-181.27,293.39,-2.48,,,,
5698,-1790,-231.21,-182.07,294.29,-2.47,,,,
5699,-1750,-232.11,-182.29,295.14,-2.48,,,,
5700,-1522,-232.87,-181.88,295.48,-2.48,,,,
5701,-1153,-233.15,-181.18,295.27,-2.48,,,,
5702,-802,-233.01,-180.56,294.78,-2.48,,,,
5703,-601,-232.64,-180.15,294.23,-2.48,,,,
5704,-623,-232.12,-179.91,293.68,-2.48,,,,
5705,-858,-231.46,-179.96,293.19,-2.48,,,,
5706,-1209,-230.87,-180.47,293.03,-2.48,,,,
5707,-1448,-230.72,-181.26,293.41,-2.48,,,,
5708,-1789,-231.24,-182.06,294.31,-2.47,,,,
5709,-1756,-232.14,-182.28,295.16,-2.48,,,,
