Samp,Signal,I,Q,R,Phi
5193,-2354,327.31,475.31,577.11,0.97
5194,-2108,328.36,475.42,577.79,0.97
5195,-1503,329.05,474.83,577.7,0.96
5196,-772,329.13,474.14,577.18,0.96
5197,-192,328.92,473.72,576.72,0.96
5198,-29,328.71,473.41,576.34,0.96
5199,-223,328.37,473.07,575.86,0.96
5200,-845,327.66,472.94,575.35,0.96
5201,-1572,326.87,473.44,575.31,0.97
5202,-2159,326.67,474.5,576.07,0.97
5203,-2364,327.33,475.4,577.19,0.97
5204,-2115,328.39,475.51,577.89,0.97
5205,-1510,329.09,474.92,577.79,0.96
5206,-765,329.16,474.23,577.27,0.96
5207,-178,328.96,473.82,576.82,0.96
5208,-26,328.74,473.51,576.44,0.96
5209,-222,328.4,473.17,575.97,0.96
5210,-846,327.69,473.04,575.45,0.96
5211,-1588,326.9,473.55,575.42,0.97
5212,-2170,326.69,474.61,576.18,0.97
5213,-2373,327.36,475.52,577.31,0.97
5214,-2124,328.43,475.63,578.01,0.97
5215,-1518,329.13,475.04,577.92,0.96
5216,-770,329.2,474.35,577.39,0.96
5217,-177,329,473.94,576.94,0.96
5218,-31,328.78,473.63,576.56,0.96
5219,-228,328.44,473.29,576.08,0.96
5220,-848,327.72,473.15,575.57,0.97
5221,-1590,326.93,473.67,575.54,0.97
5222,-2172,326.73,474.73,576.3,0.97
5223,-2378,327.4,475.64,577.43,0.97
5224,-2124,328.46,475.76,578.13,0.97
5225,-1516,329.16,475.16,578.04,0.96
5226,-772,329.24,474.47,577.51,0.96
5227,-158,329.03,474.07,577.07,0.96
5228,-54,328.81,473.75,576.67,0.96
5229,-242,328.45,473.4,576.19,0.96
5230,-861,327.73,473.27,575.67,0.97
5231,-1598,326.94,473.79,575.64,0.97
5232,-2177,326.73,474.86,576.41,0.97
5233,-2378,327.41,475.77,577.54,0.97
5234,-2127,328.47,475.88,578.24,0.97
5235,-1519,329.17,475.29,578.15,0.97
5236,-771,329.25,474.6,577.62,0.96
5237,-75,329.04,474.25,577.22,0.96
5238,-60,328.81,473.93,576.82,0.96
5239,-245,328.46,473.58,576.34,0.96
5240,-861,327.74,473.45,575.82,0.97
5241,-1597,326.94,473.96,575.79,0.97
5242,-2178,326.74,475.03,576.56,0.97
5243,-2378,327.41,475.94,577.69,0.97
5244,-2127,328.48,476.06,578.38,0.97
5245,-1519,329.18,475.46,578.29,0.97
5246,-773,329.26,474.77,577.77,0.96
5247,-75,329.05,474.43,577.37,0.96
5248,53,328.86,474.16,577.04,0.96
5249,-163,328.56,473.83,576.6,0.96
5250,-797,327.88,473.68,576.09,0.97
5251,-1549,327.1,474.17,576.05,0.97
5252,-2139,326.89,475.22,576.8,0.97
5253,-2348,327.56,476.11,577.91,0.97
5254,-2100,328.6,476.22,578.59,0.97
5255,-1488,329.29,475.63,578.5,0.97
5256,-727,329.35,474.97,577.98,0.96
5257,-114,329.14,474.6,577.56,0.96
5258,-98,328.9,474.25,577.14,0.96
5259,-271,328.53,473.9,576.64,0.96
5260,-870,327.8,473.77,576.12,0.97
5261,-1610,327,474.29,576.09,0.97
5262,-2191,326.8,475.37,576.86,0.97
5263,-2392,327.48,476.28,578,0.97
5264,-2138,328.55,476.4,578.71,0.97
5265,-1524,329.25,475.81,578.62,0.97
5266,-772,329.33,475.11,578.09,0.96
5267,-126,329.12,474.74,577.66,0.96
5268,-12,328.91,474.43,577.29,0.96
5269,-202,328.58,474.09,576.83,0.96
5270,-828,327.88,473.96,576.32,0.97
5271,-1575,327.1,474.46,576.29,0.97
5272,-2161,326.89,475.52,577.04,0.97
5273,-2369,327.56,476.43,578.17,0.97
5274,-2119,328.62,476.54,578.86,0.97
5275,-1512,329.32,475.94,578.77,0.97
5276,-755,329.39,475.26,578.25,0.96
5277,-135,329.18,474.88,577.82,0.96
5278,-1,328.98,474.58,577.45,0.96
5279,-188,328.66,474.24,576.99,0.96
5280,-817,327.96,474.11,576.48,0.97
5281,-1562,327.18,474.6,576.45,0.97
5282,-2146,326.97,475.65,577.2,0.97
5283,-2359,327.64,476.55,578.32,0.97
5284,-2103,328.69,476.66,579,0.97
5285,-1502,329.38,476.07,578.91,0.97
5286,-742,329.45,475.39,578.39,0.96
5287,-144,329.24,475,577.95,0.96
5288,9,329.04,474.71,577.59,0.96
5289,-196,328.71,474.37,577.13,0.96
5290,-812,328.02,474.23,576.62,0.97
5291,-1567,327.24,474.73,576.59,0.97
5292,-2151,327.03,475.78,577.34,0.97
5293,-2357,327.7,476.68,578.46,0.97
5294,-2098,328.74,476.79,579.14,0.97
5295,-1490,329.43,476.2,579.04,0.97
5296,-751,329.5,475.52,578.52,0.96
5297,-142,329.29,475.13,578.09,0.96
5298,7,329.09,474.84,577.73,0.96
5299,-187,328.77,474.5,577.27,0.96
5300,-813,328.08,474.36,576.76,0.97
5301,-1557,327.3,474.86,576.73,0.97
5302,-2143,327.09,475.91,577.47,0.97
5303,-2351,327.75,476.8,578.59,0.97
5304,-2103,328.8,476.91,579.27,0.97
5305,-1494,329.49,476.32,579.18,0.97
5306,-744,329.56,475.64,578.66,0.96
5307,-143,329.35,475.25,578.22,0.96
5308,25,329.15,474.97,577.87,0.96
5309,-179,328.84,474.64,577.42,0.96
5310,-806,328.15,474.49,576.91,0.97
5311,-1541,327.38,474.98,576.87,0.97
5312,-2134,327.17,476.02,577.61,0.97
5313,-2342,327.83,476.91,578.72,0.97
5314,-2096,328.88,477.02,579.4,0.97
5315,-1487,329.56,476.43,579.3,0.97
5316,-741,329.62,475.75,578.79,0.96
5317,-142,329.42,475.37,578.35,0.96
5318,26,329.22,475.08,578,0.96
5319,-178,328.91,474.75,577.55,0.96
5320,-807,328.22,474.61,577.04,0.97
5321,-1554,327.44,475.1,577,0.97
5322,-2141,327.23,476.14,577.75,0.97
5323,-2347,327.89,477.04,578.86,0.97
5324,-2103,328.94,477.15,579.55,0.97
5325,-1494,329.63,476.56,579.45,0.97
5326,-744,329.7,475.88,578.93,0.96
5327,-144,329.49,475.49,578.49,0.96
5328,27,329.29,475.21,578.15,0.96
5329,-180,328.98,474.87,577.69,0.96
5330,-808,328.29,474.73,577.19,0.97
5331,-1555,327.51,475.22,577.15,0.97
5332,-2144,327.3,476.27,577.89,0.97
5333,-2352,327.97,477.17,579.01,0.97
5334,-2102,329.02,477.27,579.69,0.97
5335,-1492,329.7,476.69,579.6,0.97
5336,-733,329.76,476.01,579.08,0.96
5337,-124,329.56,475.64,578.65,0.96
5338,32,329.36,475.35,578.31,0.96
5339,-170,329.05,475.02,577.86,0.96
5340,-802,328.37,474.88,577.35,0.97
5341,-1553,327.59,475.37,577.31,0.97
5342,-2141,327.38,476.42,578.06,0.97
5343,-2348,328.04,477.31,579.17,0.97
5344,-2101,329.09,477.42,579.85,0.97
5345,-1485,329.77,476.83,579.76,0.97
5346,-718,329.83,476.17,579.24,0.96
5347,-111,329.62,475.8,578.82,0.96
5348,37,329.43,475.52,578.48,0.96
5349,-167,329.12,475.19,578.04,0.97
5350,-797,328.44,475.04,577.53,0.97
5351,-1548,327.66,475.53,577.49,0.97
5352,-2137,327.46,476.57,578.23,0.97
5353,-2347,328.12,477.47,579.34,0.97
5354,-2101,329.17,477.58,580.03,0.97
5355,-1484,329.85,476.99,579.93,0.97
5356,-720,329.91,476.32,579.41,0.97
5357,-113,329.7,475.95,578.99,0.96
5358,36,329.51,475.67,578.65,0.96
5359,-168,329.2,475.34,578.2,0.97
5360,-801,328.51,475.2,577.7,0.97
5361,-1551,327.73,475.69,577.66,0.97
5362,-2139,327.53,476.73,578.4,0.97
5363,-2348,328.19,477.62,579.51,0.97
5364,-2101,329.24,477.73,580.19,0.97
5365,-1488,329.92,477.14,580.1,0.97
5366,-721,329.98,476.48,579.58,0.97
5367,-209,329.77,476.05,579.11,0.96
5368,52,329.58,475.77,578.78,0.96
5369,-161,329.28,475.44,578.34,0.97
5370,-797,328.6,475.3,577.83,0.97
5371,-1546,327.82,475.79,577.79,0.97
5372,-2135,327.62,476.83,578.53,0.97
5373,-2347,328.28,477.72,579.64,0.97
5374,-2099,329.32,477.83,580.32,0.97
5375,-1485,330,477.24,580.23,0.97
5376,-721,330.06,476.58,579.71,0.97
5377,-224,329.86,476.14,579.23,0.96
5378,53,329.67,475.86,578.9,0.96
5379,-160,329.37,475.53,578.46,0.97
5380,-793,328.68,475.39,577.95,0.97
5381,-1546,327.91,475.88,577.91,0.97
5382,-2136,327.7,476.92,578.65,0.97
5383,-2343,328.36,477.81,579.76,0.97
5384,-2098,329.41,477.92,580.44,0.97
5385,-1485,330.09,477.33,580.34,0.97
5386,-722,330.15,476.66,579.83,0.97
5387,-232,329.94,476.22,579.35,0.96
5388,53,329.75,475.94,579.02,0.96
5389,-161,329.45,475.61,578.57,0.96
5390,-794,328.77,475.47,578.06,0.97
5391,-1546,327.99,475.96,578.02,0.97
5392,-2135,327.78,477,578.77,0.97
5393,-2343,328.44,477.89,579.87,0.97
5394,-2098,329.49,478,580.56,0.97
5395,-1482,330.17,477.41,580.46,0.97
5396,-717,330.23,476.74,579.94,0.97
5397,-228,330.02,476.3,579.46,0.96
5398,41,329.83,476.02,579.12,0.96
5399,-177,329.51,475.69,578.67,0.96
5400,-808,328.82,475.55,578.16,0.97
5401,-1546,328.05,476.03,578.12,0.97
5402,-2142,327.84,477.08,578.87,0.97
5403,-2351,328.5,477.98,579.98,0.97
5404,-2101,329.55,478.08,580.66,0.97
5405,-1492,330.24,477.49,580.56,0.97
5406,-758,330.31,476.81,580.04,0.96
5407,-188,330.1,476.39,579.58,0.96
5408,-16,329.89,476.08,579.21,0.96
5409,-205,329.56,475.74,578.74,0.96
5410,-830,328.86,475.61,578.23,0.97
5411,-1557,328.07,476.1,578.19,0.97
5412,-2143,327.87,477.15,578.94,0.97
5413,-2350,328.53,478.04,580.05,0.97
5414,-2101,329.58,478.15,580.73,0.97
5415,-1495,330.26,477.56,580.63,0.97
5416,-763,330.34,476.87,580.11,0.96
5417,-181,330.13,476.46,579.65,0.96
5418,-20,329.92,476.15,579.28,0.96
5419,-218,329.58,475.81,578.8,0.97
5420,-840,328.87,475.67,578.29,0.97
5421,-1567,328.09,476.17,578.25,0.97
5422,-2152,327.88,477.22,579,0.97
5423,-2359,328.54,478.12,580.12,0.97
5424,-2109,329.6,478.23,580.81,0.97
5425,-1503,330.29,477.64,580.71,0.97
5426,-773,330.37,476.94,580.19,0.97
5427,-181,330.16,476.53,579.73,0.96
5428,-25,329.94,476.22,579.35,0.96
5429,-224,329.6,475.87,578.87,0.97
5430,-846,328.89,475.74,578.36,0.97
5431,-1587,328.1,476.25,578.32,0.97
5432,-2169,327.89,477.31,579.08,0.97
5433,-2371,328.56,478.22,580.21,0.97
5434,-2122,329.62,478.33,580.9,0.97
5435,-1515,330.32,477.73,580.81,0.97
5436,-766,330.4,477.04,580.29,0.97
5437,-176,330.19,476.63,579.83,0.96
5438,-24,329.97,476.32,579.45,0.96
5439,-223,329.63,475.98,578.98,0.97
5440,-848,328.92,475.84,578.46,0.97
5441,-1589,328.12,476.35,578.43,0.97
5442,-2172,327.92,477.42,579.19,0.97
5443,-2375,328.59,478.33,580.32,0.97
5444,-2123,329.65,478.44,581.01,0.97
5445,-1516,330.35,477.84,580.92,0.97
5446,-770,330.43,477.15,580.39,0.97
5447,-177,330.22,476.74,579.94,0.97
5448,-26,330,476.43,579.55,0.97
5449,-224,329.66,476.08,579.08,0.97
5450,-850,328.95,475.95,578.56,0.97
5451,-1590,328.15,476.46,578.53,0.97
5452,-2170,327.95,477.52,579.29,0.97
5453,-2374,328.62,478.43,580.42,0.97
5454,-2124,329.68,478.54,581.11,0.97
5455,-1516,330.38,477.95,581.02,0.97
5456,-770,330.45,477.25,580.49,0.97
5457,-176,330.25,476.84,580.04,0.97
5458,-28,330.03,476.53,579.66,0.97
5459,-226,329.69,476.19,579.18,0.97
5460,-848,328.97,476.05,578.66,0.97
5461,-1589,328.18,476.56,578.63,0.97
5462,-2172,327.97,477.63,579.39,0.97
5463,-2375,328.64,478.53,580.52,0.97
5464,-2122,329.71,478.64,581.21,0.97
5465,-1514,330.4,478.05,581.12,0.97
5466,-768,330.48,477.36,580.59,0.97
5467,-178,330.27,476.95,580.14,0.97
5468,-31,330.05,476.63,579.75,0.97
5469,-225,329.71,476.29,579.28,0.97
5470,-848,329,476.15,578.76,0.97
5471,-1589,328.2,476.66,578.73,0.97
5472,-2170,328,477.73,579.49,0.97
5473,-2372,328.67,478.63,580.61,0.97
5474,-2121,329.73,478.74,581.31,0.97
5475,-1512,330.42,478.15,581.21,0.97
5476,-765,330.5,477.46,580.69,0.97
5477,-176,330.29,477.05,580.23,0.97
5478,-32,330.07,476.73,579.85,0.97
5479,-224,329.73,476.39,579.37,0.97
5480,-845,329.02,476.26,578.85,0.97
5481,-1585,328.23,476.76,578.82,0.97
5482,-2168,328.02,477.82,579.58,0.97
5483,-2373,328.69,478.73,580.71,0.97
5484,-2120,329.75,478.84,581.4,0.97
5485,-1511,330.45,478.25,581.3,0.97
5486,-765,330.52,477.56,580.78,0.97
5487,-177,330.31,477.15,580.32,0.97
5488,-33,330.1,476.83,579.94,0.97
5489,-222,329.76,476.49,579.46,0.97
5490,-846,329.04,476.35,578.95,0.97
5491,-1586,328.25,476.86,578.91,0.97
5492,-2167,328.04,477.92,579.67,0.97
5493,-2369,328.71,478.82,580.8,0.97
5494,-2118,329.77,478.93,581.49,0.97
5495,-1510,330.47,478.34,581.39,0.97
5496,-766,330.54,477.65,580.87,0.97
5497,-154,330.33,477.25,580.42,0.97
5498,-52,330.11,476.93,580.03,0.97
5499,-235,329.76,476.58,579.54,0.97
5500,-854,329.04,476.45,579.03,0.97
5501,-1593,328.25,476.96,579,0.97
5502,-2172,328.04,478.02,579.76,0.97
5503,-2374,328.71,478.93,580.88,0.97
5504,-2123,329.77,479.04,581.58,0.97
5505,-1512,330.47,478.45,581.48,0.97
5506,-765,330.55,477.76,580.96,0.97
5507,-72,330.34,477.41,580.56,0.97
5508,-58,330.11,477.08,580.15,0.97
5509,-237,329.76,476.74,579.67,0.97
5510,-855,329.04,476.6,579.15,0.97
5511,-1595,328.25,477.11,579.12,0.97
5512,-2173,328.04,478.18,579.88,0.97
5513,-2374,328.71,479.09,581.01,0.97
5514,-2123,329.77,479.2,581.7,0.97
5515,-1515,330.47,478.6,581.61,0.97
5516,-766,330.55,477.91,581.09,0.97
5517,-61,330.34,477.57,580.69,0.97
5518,-59,330.11,477.24,580.29,0.97
5519,-241,329.76,476.9,579.8,0.97
5520,-860,329.04,476.76,579.28,0.97
5521,-1596,328.24,477.28,579.25,0.97
5522,-2176,328.03,478.34,580.02,0.97
5523,-2376,328.71,479.25,581.14,0.97
5524,-2124,329.77,479.36,581.84,0.97
5525,-1515,330.47,478.77,581.74,0.97
5526,-766,330.54,478.08,581.22,0.97
5527,-58,330.33,477.74,580.82,0.97
5528,-63,330.1,477.41,580.42,0.97
5529,-242,329.75,477.06,579.93,0.97
5530,-865,329.03,476.93,579.41,0.97
5531,-1608,328.23,477.45,579.39,0.97
5532,-2192,328.02,478.52,580.16,0.97
5533,-2391,328.7,479.44,581.29,0.97
5534,-2136,329.77,479.55,581.99,0.97
5535,-1524,330.47,478.95,581.9,0.97
5536,-754,330.54,478.27,581.38,0.97
5537,-100,330.33,477.91,580.96,0.97
5538,5,330.13,477.61,580.6,0.97
5539,-196,329.8,477.27,580.14,0.97
5540,-826,329.1,477.13,579.62,0.97
5541,-1573,328.32,477.63,579.59,0.97
5542,-2158,328.11,478.69,580.34,0.97
5543,-2365,328.78,479.59,581.46,0.97
5544,-2114,329.83,479.7,582.15,0.97
5545,-1498,330.52,479.1,582.05,0.97
5546,-734,330.58,478.43,581.53,0.97
5547,-113,330.38,478.06,581.11,0.97
5548,9,330.17,477.76,580.75,0.97
5549,-185,329.85,477.43,580.29,0.97
5550,-814,329.16,477.28,579.78,0.97
5551,-1563,328.38,477.78,579.75,0.97
5552,-2150,328.17,478.83,580.49,0.97
5553,-2356,328.84,479.73,581.61,0.97
5554,-2106,329.89,479.83,582.29,0.97
5555,-1490,330.57,479.24,582.19,0.97
5556,-725,330.63,478.57,581.68,0.97
5557,-112,330.42,478.2,581.25,0.97
5558,17,330.22,477.91,580.9,0.97
5559,-184,329.9,477.57,580.44,0.97
5560,-813,329.21,477.43,579.93,0.97
5561,-1559,328.43,477.92,579.89,0.97
5562,-2144,328.22,478.97,580.64,0.97
5563,-2353,328.88,479.87,581.75,0.97
5564,-2103,329.93,479.97,582.44,0.97
5565,-1490,330.62,479.38,582.34,0.97
5566,-730,330.68,478.71,581.82,0.97
5567,-127,330.47,478.33,581.39,0.97
5568,28,330.27,478.04,581.04,0.97
5569,-179,329.96,477.71,580.58,0.97
5570,-808,329.27,477.57,580.07,0.97
5571,-1556,328.49,478.06,580.04,0.97
5572,-2144,328.28,479.1,580.78,0.97
5573,-2353,328.95,480,581.9,0.97
5574,-2103,329.99,480.1,582.58,0.97
5575,-1489,330.68,479.51,582.48,0.97
5576,-727,330.74,478.84,581.96,0.97
5577,-113,330.53,478.47,581.54,0.97
5578,22,330.33,478.18,581.18,0.97
5579,-181,330.01,477.85,580.73,0.97
5580,-809,329.32,477.7,580.22,0.97
5581,-1558,328.54,478.19,580.18,0.97
5582,-2143,328.34,479.24,580.93,0.97
5583,-2350,329,480.13,582.04,0.97
5584,-2102,330.05,480.24,582.72,0.97
5585,-1494,330.73,479.65,582.62,0.97
5586,-744,330.8,478.97,582.1,0.97
5587,-160,330.59,478.57,581.65,0.97
5588,36,330.4,478.28,581.31,0.97
5589,-177,330.08,477.95,580.85,0.97
5590,-806,329.39,477.81,580.34,0.97
5591,-1554,328.61,478.3,580.3,0.97
5592,-2142,328.41,479.34,581.05,0.97
5593,-2348,329.07,480.23,582.16,0.97
5594,-2102,330.12,480.34,582.84,0.97
5595,-1492,330.8,479.75,582.74,0.97
5596,-743,330.87,479.07,582.22,0.97
5597,-245,330.66,478.61,581.73,0.97
5598,40,330.47,478.33,581.39,0.97
5599,-173,330.16,478,580.94,0.97
5600,-808,329.47,477.86,580.43,0.97
5601,-1555,328.69,478.35,580.39,0.97
5602,-2144,328.48,479.39,581.13,0.97
5603,-2350,329.14,480.29,582.24,0.97
5604,-2102,330.19,480.39,582.92,0.97
5605,-1494,330.87,479.8,582.83,0.97
5606,-737,330.94,479.12,582.31,0.97
5607,-248,330.73,478.67,581.81,0.97
5608,44,330.54,478.39,581.47,0.97
5609,-174,330.23,478.05,581.02,0.97
5610,-806,329.54,477.91,580.51,0.97
5611,-1555,328.76,478.4,580.47,0.97
5612,-2144,328.55,479.45,581.22,0.97
5613,-2352,329.21,480.34,582.33,0.97
5614,-2102,330.26,480.45,583.01,0.97
5615,-1492,330.95,479.86,582.91,0.97
5616,-726,331.01,479.19,582.39,0.97
5617,-235,330.8,478.74,581.91,0.97
5618,46,330.61,478.46,581.57,0.97
5619,-166,330.3,478.13,581.12,0.97
5620,-795,329.62,477.98,580.61,0.97
5621,-1542,328.84,478.46,580.57,0.97
5622,-2127,328.64,479.5,581.31,0.97
5623,-2333,329.29,480.38,582.41,0.97
5624,-2083,330.33,480.49,583.08,0.97
5625,-1487,331.01,479.9,582.98,0.97
5626,-753,331.08,479.21,582.46,0.97
5627,-207,330.87,478.78,581.99,0.97
5628,-33,330.65,478.46,581.6,0.97
5629,-219,330.31,478.12,581.12,0.97
5630,-837,329.61,477.98,580.61,0.97
5631,-1563,328.82,478.48,580.57,0.97
5632,-2147,328.61,479.52,581.32,0.97
5633,-2350,329.28,480.42,582.43,0.97
5634,-2100,330.32,480.52,583.11,0.97
5635,-1493,331.01,479.93,583.01,0.97
5636,-759,331.08,479.24,582.49,0.97
5637,-94,330.87,478.88,582.07,0.97
5638,-50,330.65,478.56,581.67,0.97
5639,-236,330.3,478.21,581.19,0.97
5640,-852,329.58,478.08,580.67,0.97
5641,-1576,328.79,478.58,580.64,0.97
5642,-2159,328.59,479.63,581.39,0.97
5643,-2361,329.25,480.53,582.51,0.97
5644,-2110,330.3,480.64,583.19,0.97
5645,-1502,330.99,480.05,583.1,0.97
5646,-771,331.07,479.35,582.57,0.97
5647,-72,330.86,479.01,582.17,0.97
5648,-53,330.64,478.68,581.77,0.97
5649,-245,330.28,478.33,581.28,0.97
5650,-864,329.56,478.2,580.76,0.97
5651,-1600,328.76,478.71,580.73,0.97
5652,-2176,328.55,479.78,581.49,0.97
5653,-2379,329.23,480.68,582.62,0.97
5654,-2126,330.29,480.79,583.31,0.97
5655,-1514,330.99,480.2,583.22,0.97
5656,-770,331.06,479.5,582.69,0.97
5657,-63,330.86,479.16,582.29,0.97
5658,-56,330.63,478.83,581.89,0.97
5659,-248,330.27,478.49,581.4,0.97
5660,-866,329.55,478.35,580.88,0.97
5661,-1604,328.75,478.87,580.85,0.97
5662,-2182,328.54,479.94,581.62,0.97
5663,-2383,329.21,480.85,582.75,0.97
5664,-2131,330.28,480.96,583.44,0.97
5665,-1525,330.98,480.36,583.35,0.97
5666,-787,331.07,479.66,582.82,0.97
5667,-85,330.86,479.3,582.41,0.97
5668,-50,330.63,478.98,582.01,0.97
5669,-247,330.28,478.63,581.52,0.97
5670,-857,329.56,478.49,581,0.97
5671,-1598,328.76,479.01,580.97,0.97
5672,-2173,328.55,480.07,581.73,0.97
5673,-2376,329.23,480.98,582.86,0.97
5674,-2130,330.29,481.09,583.56,0.97
5675,-1521,330.99,480.49,583.46,0.97
5676,-763,331.07,479.8,582.93,0.97
5677,-148,330.86,479.41,582.49,0.97
5678,22,330.66,479.12,582.14,0.97
5679,-202,330.33,478.78,581.67,0.97
5680,-831,329.63,478.64,581.16,0.97
5681,-1580,328.84,479.14,581.13,0.97
5682,-2166,328.63,480.2,581.88,0.97
5683,-2371,329.3,481.1,583.01,0.97
5684,-2120,330.36,481.21,583.7,0.97
5685,-1513,331.05,480.61,583.6,0.97
5686,-753,331.12,479.93,583.07,0.97
5687,-240,330.92,479.48,582.58,0.97
5688,35,330.72,479.19,582.24,0.97
5689,-187,330.4,478.86,581.78,0.97
5690,-820,329.7,478.72,581.27,0.97
5691,-1567,328.92,479.21,581.23,0.97
5692,-2153,328.71,480.26,581.98,0.97
5693,-2360,329.38,481.16,583.1,0.97
5694,-2105,330.43,481.27,583.78,0.97
5695,-1500,331.12,480.67,583.68,0.97
5696,-740,331.18,479.99,583.16,0.97
5697,-247,330.97,479.54,582.67,0.97
5698,42,330.78,479.26,582.33,0.97
5699,-167,330.47,478.92,581.88,0.97
5700,-805,329.79,478.78,581.37,0.97
5701,-1563,329,479.27,581.33,0.97
5702,-2149,328.79,480.32,582.08,0.97
5703,-2353,329.46,481.22,583.19,0.97
5704,-2103,330.51,481.32,583.87,0.97
5705,-1491,331.19,480.73,583.77,0.97
5706,-728,331.25,480.06,583.25,0.97
5707,-235,331.04,479.61,582.76,0.97
5708,46,330.85,479.33,582.43,0.97
5709,-167,330.54,479,581.98,0.97
5710,-795,329.86,478.85,581.47,0.97
5711,-1539,329.09,479.33,581.43,0.97
5712,-2121,328.88,480.36,582.16,0.97
5713,-2328,329.53,481.25,583.26,0.97
5714,-2086,330.57,481.35,583.93,0.97
5715,-1480,331.25,480.76,583.83,0.97
5716,-751,331.32,480.07,583.3,0.97
5717,-197,331.11,479.65,582.83,0.97
5718,-30,330.89,479.33,582.45,0.97
5719,-210,330.56,478.99,581.98,0.97
5720,-827,329.85,478.85,581.47,0.97
5721,-1553,329.07,479.34,581.43,0.97
5722,-2138,328.87,480.38,582.17,0.97
5723,-2341,329.53,481.27,583.27,0.97
5724,-2089,330.57,481.37,583.95,0.97
5725,-1484,331.25,480.78,583.84,0.97
5726,-754,331.32,480.1,583.32,0.97
5727,-90,331.11,479.74,582.91,0.97
5728,-49,330.88,479.41,582.51,0.97
5729,-232,330.54,479.07,582.03,0.97
5730,-850,329.82,478.93,581.51,0.97
5731,-1574,329.03,479.43,581.48,0.97
5732,-2154,328.83,480.48,582.23,0.97
5733,-2357,329.49,481.38,583.34,0.97
5734,-2107,330.54,481.48,584.02,0.97
5735,-1501,331.23,480.89,583.92,0.97
5736,-766,331.3,480.2,583.4,0.97
5737,-72,331.1,479.85,582.99,0.97
5738,-54,330.87,479.52,582.59,0.97
5739,-244,330.51,479.17,582.11,0.97
5740,-861,329.79,479.04,581.59,0.97
5741,-1598,329,479.55,581.56,0.97
5742,-2176,328.79,480.62,582.32,0.97
5743,-2378,329.46,481.52,583.45,0.97
5744,-2123,330.52,481.63,584.14,0.97
5745,-1514,331.22,481.04,584.04,0.97
5746,-768,331.29,480.34,583.51,0.97
5747,-65,331.09,480,583.11,0.97
5748,-58,330.86,479.67,582.71,0.97
5749,-249,330.5,479.32,582.22,0.97
5750,-867,329.77,479.19,581.7,0.97
5751,-1606,328.97,479.7,581.67,0.97
5752,-2185,328.77,480.77,582.44,0.97
5753,-2383,329.44,481.68,583.57,0.97
5754,-2130,330.51,481.79,584.26,0.97
5755,-1525,331.21,481.19,584.17,0.97
5756,-785,331.29,480.49,583.63,0.97
5757,-85,331.08,480.14,583.22,0.97
5758,-48,330.86,479.81,582.83,0.97
5759,-246,330.5,479.46,582.34,0.97
5760,-863,329.78,479.33,581.82,0.97
5761,-1600,328.98,479.84,581.79,0.97
5762,-2177,328.78,480.91,582.55,0.97
5763,-2380,329.45,481.82,583.68,0.97
5764,-2131,330.51,481.93,584.37,0.97
5765,-1523,331.22,481.33,584.28,0.97
5766,-765,331.29,480.64,583.75,0.97
5767,-150,331.08,480.24,583.31,0.97
5768,22,330.88,479.95,582.95,0.97
5769,-200,330.56,479.61,582.49,0.97
5770,-834,329.85,479.47,581.97,0.97
5771,-1581,329.06,479.97,581.94,0.97
5772,-2167,328.85,481.03,582.7,0.97
5773,-2373,329.52,481.94,583.82,0.97
5774,-2121,330.58,482.04,584.51,0.97
5775,-1513,331.28,481.45,584.41,0.97
5776,-752,331.35,480.76,583.89,0.97
5777,-238,331.14,480.31,583.4,0.97
5778,31,330.94,480.03,583.05,0.97
5779,-188,330.62,479.69,582.59,0.97
5780,-820,329.93,479.55,582.08,0.97
5781,-1568,329.14,480.04,582.04,0.97
5782,-2153,328.93,481.09,582.79,0.97
5783,-2360,329.6,481.99,583.91,0.97
5784,-2110,330.65,482.1,584.59,0.97
5785,-1498,331.34,481.5,584.49,0.97
5786,-742,331.4,480.82,583.97,0.97
5787,-246,331.2,480.37,583.47,0.97
5788,38,331,480.08,583.13,0.97
5789,-177,330.69,479.75,582.68,0.97
5790,-809,330,479.6,582.17,0.97
5791,-1558,329.22,480.09,582.13,0.97
5792,-2144,329.01,481.14,582.87,0.97
5793,-2349,329.67,482.03,583.98,0.97
5794,-2101,330.72,482.14,584.66,0.97
5795,-1485,331.4,481.54,584.56,0.97
5796,-720,331.45,480.88,584.04,0.97
5797,-233,331.25,480.43,583.55,0.97
5798,43,331.05,480.15,583.21,0.97
5799,-163,330.75,479.81,582.77,0.97
5800,-794,330.07,479.67,582.26,0.97
5801,-1536,329.29,480.15,582.22,0.97
5802,-2119,329.09,481.18,582.95,0.97
5803,-2323,329.74,482.05,584.04,0.97
5804,-2079,330.77,482.15,584.71,0.97
5805,-1477,331.45,481.57,584.6,0.97
5806,-746,331.51,480.88,584.08,0.97
5807,-199,331.31,480.46,583.61,0.97
5808,-30,331.09,480.14,583.23,0.97
5809,-210,330.75,479.8,582.75,0.97
5810,-827,330.05,479.66,582.24,0.97
5811,-1555,329.27,480.15,582.2,0.97
5812,-2138,329.06,481.19,582.94,0.97
5813,-2340,329.72,482.07,584.05,0.97
5814,-2088,330.76,482.18,584.72,0.97
5815,-1482,331.44,481.59,584.62,0.97
5816,-752,331.51,480.9,584.09,0.97
