Samp,Signal,I,Q,R,Phi
9002,-2160,330.38,501.89,600.87,0.99
9003,-2354,331.04,502.77,601.97,0.99
9004,-2091,332.08,502.86,602.62,0.99
9005,-1461,332.75,502.26,602.48,0.99
9006,-697,332.8,501.59,601.95,0.98
9007,-95,332.59,501.21,601.52,0.98
9008,34,332.39,500.92,601.17,0.98
9009,-189,332.07,500.56,600.7,0.99
9010,-827,331.37,500.41,600.18,0.99
9011,-1575,330.58,500.9,600.15,0.99
9012,-2153,330.37,501.93,600.9,0.99
9013,-2350,331.03,502.81,602,0.99
9014,-2089,332.07,502.9,602.65,0.99
9015,-1464,332.74,502.3,602.51,0.99
9016,-697,332.78,501.63,601.98,0.99
9017,-98,332.58,501.26,601.55,0.98
9018,35,332.38,500.96,601.2,0.98
9019,-188,332.06,500.61,600.73,0.99
9020,-825,331.36,500.45,600.21,0.99
9021,-1574,330.57,500.94,600.18,0.99
9022,-2154,330.36,501.98,600.93,0.99
9023,-2349,331.02,502.86,602.03,0.99
9024,-2088,332.06,502.95,602.68,0.99
9025,-1467,332.73,502.34,602.54,0.99
9026,-699,332.78,501.67,602.01,0.99
9027,-99,332.57,501.3,601.58,0.99
9028,35,332.37,501,601.22,0.99
9029,-190,332.05,500.65,600.75,0.99
9030,-826,331.35,500.49,600.24,0.99
9031,-1572,330.56,500.98,600.21,0.99
9032,-2154,330.35,502.02,600.96,0.99
9033,-2349,331.01,502.89,602.06,0.99
9034,-2089,332.05,502.98,602.7,0.99
9035,-1464,332.72,502.38,602.57,0.99
9036,-695,332.77,501.72,602.04,0.99
9037,-101,332.56,501.34,601.61,0.99
9038,36,332.36,501.04,601.25,0.99
9039,-187,332.04,500.69,600.78,0.99
9040,-827,331.34,500.54,600.27,0.99
9041,-1574,330.55,501.02,600.24,0.99
9042,-2154,330.34,502.06,600.99,0.99
9043,-2350,331,502.94,602.09,0.99
9044,-2089,332.04,503.03,602.73,0.99
9045,-1466,332.71,502.43,602.6,0.99
9046,-697,332.76,501.76,602.07,0.99
9047,-100,332.55,501.38,601.64,0.99
9048,35,332.35,501.08,601.28,0.99
9049,-187,332.03,500.73,600.81,0.99
9050,-825,331.33,500.58,600.3,0.99
9051,-1573,330.54,501.06,600.27,0.99
9052,-2152,330.33,502.1,601.02,0.99
9053,-2350,330.99,502.98,602.12,0.99
9054,-2089,332.03,503.07,602.76,0.99
9055,-1464,332.7,502.47,602.63,0.99
9056,-697,332.75,501.8,602.1,0.99
9057,-99,332.54,501.42,601.67,0.99
9058,34,332.34,501.12,601.31,0.99
9059,-189,332.02,500.77,600.84,0.99
9060,-825,331.32,500.62,600.32,0.99
9061,-1573,330.53,501.1,600.29,0.99
9062,-2155,330.32,502.14,601.05,0.99
9063,-2350,330.98,503.02,602.14,0.99
9064,-2089,332.02,503.11,602.79,0.99
9065,-1463,332.69,502.51,602.66,0.99
9066,-697,332.74,501.84,602.13,0.99
9067,-100,332.53,501.46,601.69,0.99
9068,34,332.33,501.16,601.34,0.99
9069,-190,332.01,500.81,600.87,0.99
9070,-828,331.31,500.66,600.35,0.99
9071,-1576,330.52,501.14,600.32,0.99
9072,-2154,330.31,502.18,601.07,0.99
9073,-2348,330.97,503.06,602.17,0.99
9074,-2091,332.01,503.15,602.82,0.99
9075,-1465,332.68,502.55,602.68,0.99
9076,-698,332.73,501.88,602.15,0.99
9077,-99,332.52,501.5,601.72,0.99
9078,36,332.32,501.2,601.37,0.99
9079,-187,332,500.85,600.9,0.99
9080,-825,331.3,500.7,600.38,0.99
9081,-1572,330.51,501.18,600.35,0.99
9082,-2153,330.3,502.22,601.1,0.99
9083,-2349,330.96,503.1,602.2,0.99
9084,-2088,332,503.19,602.85,0.99
9085,-1466,332.67,502.59,602.71,0.99
9086,-698,332.72,501.92,602.18,0.99
9087,-187,332.51,501.48,601.7,0.99
9088,-82,332.27,501.13,601.27,0.99
9089,-281,331.9,500.76,600.76,0.99
9090,-887,331.16,500.61,600.23,0.99
9091,-1625,330.35,501.13,600.21,0.99
9092,-2194,330.14,502.19,600.99,0.99
9093,-2382,330.81,503.08,602.11,0.99
9094,-2118,331.87,503.18,602.77,0.99
9095,-1502,332.56,502.57,602.64,0.99
9096,-655,332.59,501.92,602.12,0.99
9097,-85,332.38,501.55,601.69,0.99
9098,42,332.19,501.26,601.34,0.99
9099,-186,331.87,500.91,600.87,0.99
9100,-824,331.17,500.75,600.36,0.99
9101,-1572,330.38,501.24,600.33,0.99
9102,-2152,330.17,502.28,601.08,0.99
9103,-2347,330.83,503.15,602.17,0.99
9104,-2089,331.87,503.24,602.82,0.99
9105,-1464,332.54,502.64,602.69,0.99
9106,-698,332.59,501.97,602.15,0.99
9107,-100,332.38,501.59,601.72,0.99
9108,35,332.18,501.3,601.37,0.99
9109,-188,331.86,500.94,600.9,0.99
9110,-826,331.16,500.79,600.38,0.99
9111,-1573,330.37,501.28,600.35,0.99
9112,-2154,330.17,502.31,601.11,0.99
9113,-2348,330.83,503.19,602.2,0.99
9114,-2089,331.87,503.28,602.85,0.99
9115,-1464,332.53,502.68,602.71,0.99
9116,-696,332.58,502.01,602.18,0.99
9117,-100,332.37,501.63,601.75,0.99
9118,36,332.18,501.34,601.4,0.99
9119,-190,331.85,500.98,600.92,0.99
9120,-827,331.15,500.83,600.41,0.99
9121,-1574,330.36,501.31,600.38,0.99
9122,-2153,330.15,502.35,601.13,0.99
9123,-2349,330.81,503.23,602.23,0.99
9124,-2087,331.85,503.32,602.87,0.99
9125,-1467,332.52,502.72,602.74,0.99
9126,-698,332.57,502.05,602.21,0.99
9127,-99,332.36,501.67,601.78,0.99
9128,35,332.17,501.37,601.42,0.99
9129,-187,331.85,501.02,600.95,0.99
9130,-826,331.14,500.87,600.44,0.99
9131,-1574,330.35,501.35,600.41,0.99
9132,-2153,330.15,502.39,601.16,0.99
9133,-2348,330.81,503.27,602.25,0.99
9134,-2087,331.85,503.36,602.9,0.99
9135,-1466,332.51,502.76,602.77,0.99
9136,-698,332.56,502.08,602.23,0.99
9137,-100,332.35,501.71,601.8,0.99
9138,36,332.16,501.41,601.45,0.99
9139,-189,331.84,501.06,600.98,0.99
9140,-826,331.13,500.9,600.46,0.99
9141,-1574,330.34,501.39,600.43,0.99
9142,-2152,330.14,502.43,601.18,0.99
9143,-2349,330.8,503.3,602.28,0.99
9144,-2088,331.84,503.39,602.93,0.99
9145,-1464,332.5,502.79,602.79,0.99
9146,-697,332.55,502.12,602.26,0.99
9147,-100,332.34,501.74,601.83,0.99
9148,34,332.15,501.45,601.47,0.99
9149,-189,331.83,501.09,601,0.99
9150,-827,331.12,500.94,600.49,0.99
9151,-1575,330.33,501.43,600.46,0.99
9152,-2155,330.13,502.46,601.21,0.99
9153,-2348,330.79,503.34,602.31,0.99
9154,-2088,331.83,503.43,602.95,0.99
9155,-1467,332.49,502.83,602.82,0.99
9156,-697,332.54,502.16,602.29,0.99
9157,-100,332.33,501.78,601.86,0.99
9158,36,332.14,501.48,601.5,0.99
9159,-188,331.82,501.13,601.03,0.99
9160,-827,331.11,500.98,600.51,0.99
9161,-1574,330.33,501.46,600.48,0.99
9162,-2153,330.12,502.5,601.24,0.99
9163,-2348,330.78,503.38,602.33,0.99
9164,-2088,331.82,503.47,602.98,0.99
9165,-1466,332.48,502.87,602.84,0.99
9166,-697,332.53,502.2,602.31,0.99
9167,-100,332.32,501.82,601.88,0.99
9168,35,332.13,501.52,601.53,0.99
9169,-188,331.81,501.17,601.06,0.99
9170,-827,331.1,501.02,600.54,0.99
9171,-1576,330.32,501.5,600.51,0.99
9172,-2154,330.11,502.54,601.26,0.99
9173,-2349,330.77,503.42,602.36,0.99
9174,-2088,331.81,503.51,603.01,0.99
9175,-1464,332.47,502.91,602.87,0.99
9176,-698,332.52,502.24,602.34,0.99
9177,-98,332.31,501.86,601.91,0.99
9178,35,332.12,501.56,601.55,0.99
9179,-189,331.8,501.21,601.08,0.99
9180,-826,331.09,501.05,600.57,0.99
9181,-1575,330.31,501.54,600.54,0.99
9182,-2153,330.1,502.58,601.29,0.99
9183,-2347,330.76,503.45,602.38,0.99
9184,-2090,331.8,503.54,603.03,0.99
9185,-1464,332.46,502.94,602.9,0.99
9186,-696,332.51,502.27,602.36,0.99
9187,-99,332.3,501.9,601.93,0.99
9188,35,332.11,501.6,601.58,0.99
9189,-188,331.79,501.25,601.11,0.99
9190,-826,331.08,501.09,600.59,0.99
9191,-1574,330.3,501.58,600.56,0.99
9192,-2154,330.09,502.62,601.32,0.99
9193,-2349,330.75,503.49,602.41,0.99
9194,-2088,331.79,503.58,603.06,0.99
9195,-1465,332.46,502.98,602.92,0.99
9196,-697,332.5,502.31,602.39,0.99
9197,-99,332.29,501.93,601.96,0.99
9198,35,332.1,501.64,601.6,0.99
9199,-189,331.78,501.28,601.13,0.99
9200,-828,331.07,501.13,600.62,0.99
9201,-1574,330.29,501.62,600.59,0.99
9202,-2153,330.08,502.65,601.34,0.99
9203,-2348,330.74,503.53,602.44,0.99
9204,-2089,331.78,503.62,603.08,0.99
9205,-1465,332.45,503.02,602.95,0.99
9206,-696,332.49,502.35,602.42,0.99
9207,-98,332.28,501.97,601.99,0.99
9208,35,332.09,501.67,601.63,0.99
9209,-188,331.77,501.32,601.16,0.99
9210,-826,331.07,501.17,600.64,0.99
9211,-1574,330.28,501.65,600.62,0.99
9212,-2154,330.07,502.69,601.37,0.99
9213,-2349,330.73,503.57,602.46,0.99
9214,-2088,331.77,503.66,603.11,0.99
9215,-1465,332.44,503.06,602.98,0.99
9216,-698,332.48,502.39,602.44,0.99
9217,-99,332.28,502.01,602.01,0.99
9218,35,332.08,501.71,601.66,0.99
9219,-189,331.76,501.36,601.19,0.99
9220,-828,331.06,501.2,600.67,0.99
9221,-1577,330.27,501.69,600.64,0.99
9222,-2155,330.06,502.73,601.39,0.99
9223,-2350,330.72,503.61,602.49,0.99
9224,-2089,331.76,503.7,603.14,0.99
9225,-1465,332.43,503.1,603,0.99
9226,-698,332.47,502.43,602.47,0.99
9227,-99,332.27,502.05,602.04,0.99
9228,35,332.07,501.75,601.68,0.99
9229,-190,331.75,501.4,601.21,0.99
9230,-827,331.05,501.24,600.7,0.99
9231,-1575,330.26,501.73,600.67,0.99
9232,-2155,330.05,502.77,601.42,0.99
9233,-2350,330.71,503.65,602.52,0.99
9234,-2088,331.75,503.73,603.16,0.99
9235,-1465,332.42,503.13,603.03,0.99
9236,-698,332.46,502.46,602.5,0.99
9237,-100,332.26,502.08,602.07,0.99
9238,34,332.06,501.79,601.71,0.99
9239,-187,331.74,501.44,601.24,0.99
9240,-827,331.04,501.28,600.72,0.99
9241,-1575,330.25,501.77,600.69,0.99
9242,-2153,330.04,502.8,601.45,0.99
9243,-2348,330.7,503.68,602.54,0.99
9244,-2087,331.74,503.77,603.19,0.99
9245,-1466,332.41,503.17,603.05,0.99
9246,-697,332.46,502.5,602.52,0.99
9247,-99,332.25,502.12,602.09,0.99
9248,35,332.05,501.82,601.73,0.99
9249,-190,331.73,501.47,601.26,0.99
9250,-827,331.03,501.32,600.75,0.99
9251,-1575,330.24,501.8,600.72,0.99
9252,-2156,330.03,502.84,601.47,0.99
9253,-2351,330.69,503.72,602.57,0.99
9254,-2090,331.73,503.81,603.22,0.99
9255,-1464,332.4,503.21,603.08,0.99
9256,-696,332.45,502.54,602.55,0.99
9257,-99,332.24,502.16,602.12,0.99
9258,35,332.04,501.86,601.76,0.99
9259,-188,331.72,501.51,601.29,0.99
9260,-826,331.02,501.36,600.78,0.99
9261,-1575,330.23,501.84,600.75,0.99
9262,-2154,330.02,502.88,601.5,0.99
9263,-2348,330.68,503.76,602.6,0.99
9264,-2088,331.72,503.85,603.24,0.99
9265,-1466,332.39,503.24,603.11,0.99
9266,-697,332.44,502.57,602.57,0.99
9267,-99,332.23,502.2,602.14,0.99
9268,35,332.03,501.9,601.79,0.99
9269,-190,331.71,501.55,601.32,0.99
9270,-829,331.01,501.39,600.8,0.99
9271,-1574,330.22,501.88,600.77,0.99
9272,-2154,330.01,502.91,601.52,0.99
9273,-2348,330.67,503.79,602.62,0.99
9274,-2088,331.71,503.88,603.26,0.99
9275,-1463,332.38,503.28,603.13,0.99
9276,-695,332.42,502.61,602.6,0.99
9277,-100,332.22,502.23,602.17,0.99
9278,35,332.02,501.93,601.81,0.99
9279,-187,331.7,501.58,601.34,0.99
9280,-827,331,501.43,600.82,0.99
9281,-1576,330.21,501.91,600.8,0.99
9282,-2153,330,502.95,601.55,0.99
9283,-2348,330.66,503.83,602.64,0.99
9284,-2086,331.7,503.92,603.29,0.99
9285,-1464,332.36,503.32,603.15,0.99
9286,-696,332.41,502.65,602.62,0.99
9287,-98,332.2,502.27,602.19,0.99
9288,35,332.01,501.97,601.83,0.99
9289,-189,331.69,501.62,601.36,0.99
9290,-828,330.98,501.46,600.85,0.99
9291,-1575,330.19,501.95,600.82,0.99
9292,-2153,329.99,502.99,601.57,0.99
9293,-2350,330.65,503.87,602.67,0.99
9294,-2088,331.69,503.95,603.31,0.99
9295,-1464,332.35,503.35,603.18,0.99
9296,-696,332.4,502.68,602.65,0.99
9297,-99,332.19,502.31,602.21,0.99
9298,34,332,502.01,601.86,0.99
9299,-188,331.68,501.66,601.39,0.99
9300,-828,330.97,501.5,600.87,0.99
9301,-1576,330.18,501.99,600.84,0.99
9302,-2156,329.98,503.03,601.6,0.99
9303,-2349,330.64,503.9,602.69,0.99
9304,-2087,331.68,503.99,603.34,0.99
9305,-1465,332.34,503.39,603.2,0.99
9306,-697,332.39,502.72,602.67,0.99
9307,-99,332.18,502.34,602.24,0.99
9308,34,331.99,502.04,601.88,0.99
9309,-191,331.66,501.69,601.41,0.99
9310,-828,330.96,501.54,600.89,0.99
9311,-1577,330.17,502.02,600.87,0.99
9312,-2155,329.96,503.06,601.62,0.99
9313,-2349,330.62,503.94,602.72,0.99
9314,-2090,331.66,504.03,603.36,0.99
9315,-1465,332.33,503.43,603.23,0.99
9316,-694,332.38,502.76,602.7,0.99
9317,-99,332.17,502.38,602.26,0.99
9318,36,331.97,502.08,601.91,0.99
9319,-190,331.65,501.73,601.44,0.99
9320,-826,330.95,501.58,600.92,0.99
9321,-1575,330.16,502.06,600.89,0.99
9322,-2156,329.95,503.1,601.65,0.99
9323,-2349,330.61,503.98,602.74,0.99
9324,-2087,331.65,504.07,603.39,0.99
9325,-1465,332.32,503.47,603.25,0.99
9326,-696,332.37,502.8,602.72,0.99
9327,-99,332.16,502.42,602.29,0.99
9328,35,331.96,502.12,601.93,0.99
9329,-189,331.64,501.77,601.46,0.99
9330,-829,330.94,501.61,600.95,0.99
9331,-1576,330.15,502.1,600.92,0.99
9332,-2153,329.94,503.14,601.67,0.99
9333,-2348,330.6,504.01,602.77,0.99
9334,-2087,331.64,504.1,603.41,0.99
9335,-1465,332.31,503.5,603.28,0.99
9336,-697,332.36,502.83,602.74,0.99
9337,-99,332.15,502.45,602.31,0.99
9338,35,331.95,502.15,601.96,0.99
9339,-190,331.63,501.8,601.48,0.99
9340,-827,330.93,501.65,600.97,0.99
9341,-1576,330.14,502.13,600.94,0.99
9342,-2156,329.93,503.17,601.69,0.99
9343,-2350,330.59,504.05,602.79,0.99
9344,-2088,331.63,504.14,603.44,0.99
9345,-1466,332.3,503.54,603.3,0.99
9346,-696,332.35,502.87,602.77,0.99
9347,-99,332.14,502.49,602.34,0.99
9348,34,331.94,502.19,601.98,0.99
9349,-190,331.62,501.84,601.51,0.99
9350,-829,330.92,501.68,600.99,0.99
9351,-1577,330.13,502.17,600.96,0.99
9352,-2156,329.92,503.21,601.72,0.99
9353,-2350,330.58,504.09,602.82,0.99
9354,-2089,331.62,504.18,603.46,0.99
9355,-1464,332.29,503.57,603.33,0.99
9356,-695,332.33,502.91,602.79,0.99
9357,-100,332.13,502.53,602.36,0.99
9358,35,331.93,502.23,602.01,0.99
9359,-189,331.61,501.88,601.54,0.99
9360,-828,330.91,501.72,601.02,0.99
9361,-1576,330.12,502.21,600.99,0.99
9362,-2156,329.91,503.25,601.75,0.99
9363,-2352,330.57,504.13,602.84,0.99
9364,-2087,331.61,504.21,603.49,0.99
9365,-1466,332.28,503.61,603.35,0.99
9366,-697,332.33,502.94,602.82,0.99
9367,-99,332.12,502.56,602.39,0.99
9368,34,331.92,502.27,602.03,0.99
9369,-190,331.6,501.91,601.56,0.99
9370,-829,330.9,501.76,601.04,0.99
9371,-1576,330.11,502.24,601.02,0.99
9372,-2154,329.9,503.28,601.77,0.99
9373,-2349,330.56,504.16,602.86,0.99
9374,-2089,331.6,504.25,603.51,0.99
9375,-1464,332.27,503.65,603.37,0.99
9376,-695,332.31,502.98,602.84,0.99
9377,-99,332.1,502.6,602.41,0.99
9378,35,331.91,502.3,602.06,0.99
9379,-191,331.59,501.95,601.58,0.99
9380,-827,330.88,501.79,601.07,0.99
9381,-1577,330.09,502.28,601.04,0.99
9382,-2155,329.89,503.32,601.79,0.99
9383,-2350,330.55,504.2,602.89,0.99
9384,-2089,331.59,504.29,603.53,0.99
9385,-1463,332.25,503.68,603.4,0.99
9386,-695,332.3,503.01,602.87,0.99
9387,-98,332.09,502.64,602.44,0.99
9388,35,331.9,502.34,602.08,0.99
9389,-188,331.58,501.99,601.61,0.99
9390,-827,330.87,501.83,601.09,0.99
9391,-1577,330.08,502.32,601.07,0.99
9392,-2156,329.88,503.36,601.82,0.99
9393,-2349,330.54,504.23,602.92,0.99
9394,-2088,331.58,504.32,603.56,0.99
9395,-1465,332.24,503.72,603.43,0.99
9396,-696,332.29,503.05,602.89,0.99
9397,-99,332.08,502.67,602.46,0.99
9398,36,331.89,502.38,602.11,0.99
9399,-190,331.57,502.02,601.63,0.99
9400,-828,330.86,501.87,601.12,0.99
9401,-1575,330.07,502.35,601.09,0.99
9402,-2155,329.87,503.39,601.84,0.99
9403,-2350,330.53,504.27,602.94,0.99
9404,-2088,331.57,504.36,603.58,0.99
9405,-1464,332.23,503.76,603.45,0.99
9406,-696,332.28,503.09,602.92,0.99
9407,-224,332.07,502.63,602.42,0.99
9408,-60,331.84,502.28,602,0.99
9409,-228,331.5,501.92,601.51,0.99
9410,-881,330.76,501.78,600.99,0.99
9411,-1578,329.97,502.27,600.96,0.99
9412,-2157,329.77,503.31,601.72,0.99
9413,-2374,330.44,504.2,602.83,0.99
9414,-2091,331.48,504.29,603.47,0.99
9415,-1476,332.15,503.68,603.34,0.99
9416,-620,332.17,503.05,602.82,0.99
9417,-71,331.96,502.69,602.41,0.99
9418,48,331.77,502.4,602.06,0.99
9419,-175,331.46,502.05,601.6,0.99
9420,-826,330.76,501.89,601.08,0.99
9421,-1573,329.97,502.38,601.05,0.99
9422,-2154,329.76,503.42,601.81,0.99
9423,-2348,330.42,504.29,602.9,0.99
9424,-2087,331.46,504.38,603.54,0.99
9425,-1462,332.13,503.78,603.41,0.99
9426,-696,332.17,503.11,602.88,0.99
9427,-101,331.97,502.73,602.44,0.99
9428,34,331.77,502.43,602.09,0.99
9429,-191,331.45,502.08,601.62,0.99
9430,-829,330.74,501.93,601.1,0.99
9431,-1576,329.95,502.41,601.07,0.99
9432,-2156,329.75,503.45,601.83,0.99
9433,-2348,330.41,504.33,602.92,0.99
9434,-2088,331.45,504.41,603.57,0.99
9435,-1464,332.11,503.81,603.43,0.99
9436,-696,332.16,503.14,602.9,0.99
9437,-100,331.95,502.76,602.47,0.99
9438,36,331.76,502.47,602.11,0.99
9439,-190,331.44,502.11,601.64,0.99
9440,-830,330.73,501.96,601.12,0.99
9441,-1575,329.94,502.45,601.09,0.99
9442,-2154,329.74,503.48,601.85,0.99
9443,-2349,330.4,504.36,602.94,0.99
9444,-2088,331.44,504.45,603.59,0.99
9445,-1465,332.1,503.85,603.45,0.99
9446,-696,332.15,503.18,602.92,0.99
9447,-97,331.94,502.8,602.49,0.99
9448,34,331.75,502.5,602.13,0.99
9449,-189,331.43,502.15,601.66,0.99
9450,-828,330.72,501.99,601.15,0.99
9451,-1577,329.93,502.48,601.12,0.99
9452,-2156,329.73,503.52,601.87,0.99
9453,-2350,330.39,504.4,602.97,0.99
9454,-2088,331.43,504.49,603.61,0.99
9455,-1466,332.09,503.88,603.48,0.99
9456,-698,332.14,503.21,602.94,0.99
9457,-99,331.93,502.83,602.51,0.99
9458,35,331.74,502.54,602.16,0.99
9459,-190,331.42,502.18,601.69,0.99
9460,-830,330.71,502.03,601.17,0.99
9461,-1577,329.92,502.52,601.14,0.99
9462,-2156,329.72,503.55,601.9,0.99
9463,-2348,330.38,504.43,602.99,0.99
9464,-2089,331.42,504.52,603.64,0.99
9465,-1463,332.08,503.92,603.5,0.99
9466,-694,332.13,503.25,602.97,0.99
9467,-99,331.92,502.87,602.54,0.99
9468,35,331.73,502.57,602.18,0.99
9469,-192,331.4,502.22,601.71,0.99
9470,-829,330.7,502.07,601.19,0.99
9471,-1576,329.91,502.55,601.16,0.99
9472,-2157,329.7,503.59,601.92,0.99
9473,-2348,330.36,504.47,603.01,0.99
9474,-2087,331.4,504.55,603.66,0.99
9475,-1464,332.07,503.95,603.52,0.99
9476,-694,332.12,503.28,602.99,0.99
9477,-99,331.91,502.91,602.56,0.99
9478,36,331.71,502.61,602.2,0.99
9479,-189,331.39,502.26,601.73,0.99
9480,-829,330.69,502.1,601.22,0.99
9481,-1576,329.9,502.59,601.19,0.99
9482,-2153,329.69,503.62,601.94,0.99
9483,-2348,330.35,504.5,603.04,0.99
9484,-2087,331.39,504.59,603.68,0.99
9485,-1466,332.06,503.99,603.54,0.99
9486,-696,332.11,503.32,603.01,0.99
9487,-98,331.9,502.94,602.58,0.99
9488,35,331.7,502.64,602.22,0.99
9489,-190,331.38,502.29,601.75,0.99
9490,-829,330.68,502.13,601.24,0.99
9491,-1576,329.89,502.62,601.21,0.99
9492,-2156,329.68,503.66,601.96,0.99
9493,-2350,330.34,504.54,603.06,0.99
9494,-2088,331.38,504.62,603.7,0.99
9495,-1464,332.05,504.02,603.57,0.99
9496,-696,332.1,503.35,603.03,0.99
9497,-99,331.89,502.97,602.6,0.99
9498,34,331.69,502.67,602.25,0.99
9499,-190,331.37,502.32,601.78,0.99
9500,-828,330.67,502.17,601.26,0.99
9501,-1577,329.88,502.65,601.23,0.99
9502,-2155,329.67,503.69,601.99,0.99
9503,-2349,330.33,504.57,603.08,0.99
9504,-2088,331.37,504.66,603.73,0.99
9505,-1466,332.04,504.06,603.59,0.99
9506,-696,332.09,503.38,603.06,0.99
9507,-100,331.88,503.01,602.63,0.99
9508,34,331.68,502.71,602.27,0.99
9509,-191,331.36,502.35,601.8,0.99
9510,-830,330.66,502.2,601.28,0.99
9511,-1574,329.87,502.68,601.25,0.99
9512,-2156,329.66,503.72,602.01,0.99
9513,-2350,330.32,504.6,603.1,0.99
9514,-2088,331.36,504.69,603.75,0.99
9515,-1464,332.03,504.09,603.61,0.99
9516,-694,332.07,503.42,603.08,0.99
9517,-99,331.87,503.04,602.65,0.99
9518,34,331.67,502.74,602.29,0.99
9519,-189,331.35,502.39,601.82,0.99
9520,-830,330.64,502.23,601.3,0.99
9521,-1577,329.85,502.72,601.28,0.99
9522,-2156,329.65,503.76,602.03,0.99
9523,-2350,330.31,504.64,603.13,0.99
9524,-2087,331.35,504.72,603.77,0.99
9525,-1465,332.01,504.12,603.63,0.99
9526,-696,332.06,503.45,603.1,0.99
9527,-98,331.85,503.07,602.67,0.99
9528,36,331.66,502.78,602.31,0.99
9529,-191,331.34,502.42,601.84,0.99
9530,-829,330.63,502.27,601.33,0.99
9531,-1576,329.84,502.75,601.3,0.99
9532,-2155,329.64,503.79,602.05,0.99
9533,-2350,330.3,504.67,603.15,0.99
9534,-2089,331.34,504.76,603.79,0.99
9535,-1462,332,504.16,603.66,0.99
9536,-695,332.05,503.49,603.12,0.99
9537,-98,331.84,503.11,602.69,0.99
9538,35,331.65,502.81,602.34,0.99
9539,-190,331.33,502.46,601.87,0.99
9540,-830,330.62,502.3,601.35,0.99
9541,-1578,329.83,502.79,601.32,0.99
9542,-2156,329.62,503.83,602.08,0.99
9543,-2349,330.29,504.71,603.17,0.99
9544,-2087,331.32,504.79,603.82,0.99
9545,-1464,331.99,504.19,603.68,0.99
9546,-697,332.04,503.52,603.15,0.99
9547,-98,331.83,503.14,602.72,0.99
9548,35,331.64,502.85,602.36,0.99
9549,-192,331.31,502.49,601.89,0.99
9550,-831,330.61,502.34,601.37,0.99
9551,-1577,329.82,502.82,601.34,0.99
9552,-2156,329.61,503.86,602.1,0.99
9553,-2351,330.27,504.74,603.19,0.99
9554,-2089,331.31,504.83,603.84,0.99
9555,-1463,331.98,504.23,603.7,0.99
9556,-694,332.03,503.56,603.17,0.99
9557,-97,331.82,503.18,602.74,0.99
9558,37,331.62,502.88,602.38,0.99
9559,-189,331.3,502.53,601.91,0.99
9560,-829,330.6,502.38,601.4,0.99
9561,-1576,329.81,502.86,601.37,0.99
9562,-2156,329.6,503.9,602.12,0.99
9563,-2349,330.26,504.78,603.22,0.99
9564,-2086,331.3,504.87,603.86,0.99
9565,-1464,331.97,504.26,603.73,0.99
9566,-696,332.02,503.59,603.19,0.99
9567,-97,331.81,503.22,602.76,0.99
9568,37,331.61,502.92,602.41,0.99
9569,-190,331.29,502.57,601.94,0.99
9570,-829,330.59,502.41,601.42,0.99
9571,-1578,329.8,502.9,601.39,0.99
9572,-2155,329.59,503.94,602.15,0.99
9573,-2349,330.25,504.81,603.24,0.99
9574,-2087,331.29,504.9,603.89,0.99
9575,-1463,331.96,504.3,603.75,0.99
9576,-696,332.01,503.63,603.22,0.99
9577,-99,331.8,503.25,602.78,0.99
9578,35,331.6,502.95,602.43,0.99
9579,-191,331.28,502.6,601.96,0.99
9580,-829,330.58,502.44,601.44,0.99
9581,-1577,329.79,502.93,601.41,0.99
9582,-2156,329.58,503.97,602.17,0.99
9583,-2350,330.24,504.85,603.26,0.99
9584,-2088,331.28,504.93,603.91,0.99
9585,-1464,331.95,504.33,603.77,0.99
9586,-696,331.99,503.66,603.24,0.99
9587,-100,331.79,503.28,602.81,0.99
9588,36,331.59,502.98,602.45,0.99
9589,-190,331.27,502.63,601.98,0.99
9590,-831,330.56,502.48,601.46,0.99
9591,-1578,329.77,502.96,601.43,0.99
9592,-2155,329.57,504,602.19,0.99
9593,-2350,330.23,504.88,603.29,0.99
9594,-2088,331.27,504.97,603.93,0.99
9595,-1464,331.93,504.37,603.79,0.99
9596,-696,331.98,503.69,603.26,0.99
9597,-99,331.77,503.32,602.83,0.99
9598,35,331.58,503.02,602.47,0.99
9599,-191,331.26,502.66,602,0.99
9600,-831,330.55,502.51,601.48,0.99
9601,-1577,329.76,503,601.46,0.99
9602,-2157,329.56,504.04,602.21,0.99
9603,-2350,330.22,504.91,603.31,0.99
9604,-2086,331.26,505,603.95,0.99
9605,-1463,331.92,504.4,603.81,0.99
9606,-695,331.97,503.73,603.28,0.99
9607,-98,331.76,503.35,602.85,0.99
9608,37,331.57,503.05,602.49,0.99
9609,-189,331.24,502.7,602.02,0.99
9610,-829,330.54,502.55,601.51,0.99
9611,-1577,329.75,503.03,601.48,0.99
9612,-2155,329.54,504.07,602.23,0.99
9613,-2350,330.21,504.95,603.33,0.99
9614,-2089,331.25,505.04,603.97,0.99
9615,-1462,331.91,504.43,603.84,0.99
9616,-695,331.96,503.76,603.3,0.99
9617,-97,331.75,503.39,602.87,0.99
9618,35,331.56,503.09,602.52,0.99
9619,-191,331.23,502.74,602.04,0.99
9620,-827,330.53,502.58,601.53,0.99
9621,-1578,329.74,503.07,601.5,0.99
9622,-2156,329.53,504.1,602.26,0.99
9623,-2349,330.19,504.98,603.35,0.99
9624,-2087,331.23,505.07,604,0.99
9625,-1463,331.9,504.47,603.86,0.99
9626,-693,331.95,503.8,603.33,0.99
